	k	i	s
90	10	6	-0.292358
89	10	5	0.274281
88	10	4	-2.0809990000000003
87	10	3	-1.960766
86	10	2	-0.297577
85	10	1	-1.652853
84	9	9	3.378169
83	9	8	4.403494
82	9	7	1.4568290000000002
81	9	6	0.747887
80	9	5	1.540799
79	9	4	5.6306769999999995
78	9	3	13.27602
77	9	2	14.660284
76	9	1	6.1872110000000005
75	8	7	6.8465169999999995
74	8	6	2.52588
73	8	5	8.189817999999999
72	8	4	6.896501
71	8	3	12.156407
70	8	2	7.065894999999999
69	8	1	0.038189
68	7	9	-2.48605
67	7	8	-1.5506520000000001
66	7	7	-6.51377
65	7	6	-2.794988
64	7	5	-10.409597
63	7	4	-8.225809
62	7	3	-16.693856
61	7	2	-20.515169
60	7	1	-8.753967
59	6	8	-7.897539
58	6	7	-17.241516
57	6	6	-5.106969000000001
56	6	5	9.191443
55	6	4	12.095151
54	6	3	10.93368
53	6	2	21.820867999999997
52	6	1	6.834160000000001
51	5	14	2.1273419999999996
50	5	13	2.413469
49	5	12	2.610989
48	5	11	2.4220099999999998
47	5	10	2.557113
46	5	9	3.214184
45	5	8	3.433408
44	5	7	3.544945
43	5	6	3.761539
42	5	5	3.988467
41	5	4	4.1573839999999995
40	5	3	8.986019
39	5	2	10.930407
38	5	1	3.764472
37	4	9	1.4378870000000001
36	4	8	1.482425
35	4	7	2.934001
34	4	6	12.721645
33	4	5	12.931980999999999
32	4	4	0.6042010000000002
31	4	3	2.627407
30	4	2	-14.329410999999999
29	4	1	-5.226168
28	3	10	-13.372714
27	3	9	21.264315
26	3	8	5.3757980000000005
25	3	7	15.176423000000002
24	3	6	11.302899
23	3	5	6.3280449999999995
22	3	4	9.05822
21	3	3	14.108371
20	3	2	6.7791380000000006
19	3	1	6.762619
18	2	13	3.062518
17	2	12	5.364808999999999
16	2	11	4.881067
15	2	10	1.600218
14	2	9	1.428464
13	2	8	2.10378
12	2	7	2.222525
11	2	6	-1.324942
10	2	5	-1.05178
9	2	4	0.440194
8	2	3	1.02156
7	2	2	1.1526040000000002
6	2	1	1.9014060000000002
5	1	6	-1.525628
4	1	5	-2.623322
3	1	4	-2.635133
2	1	3	-2.564072
1	1	2	4.014448000000001
0	1	1	0.8764040000000001
