	k	i	s
90	10	6	-0.848355
89	10	5	-0.7550319999999999
88	10	4	-1.330124
87	10	3	-0.168846
86	10	2	-0.513147
85	10	1	-1.8818139999999999
84	9	9	1.715544
83	9	8	1.055867
82	9	7	6.100692
81	9	6	1.054019
80	9	5	4.329866
79	9	4	3.2799650000000002
78	9	3	20.288975999999998
77	9	2	3.037155
76	9	1	0.557287
75	8	7	9.134289
74	8	6	0.7198399999999999
73	8	5	1.667025
72	8	4	14.683231
71	8	3	6.501174000000001
70	8	2	7.979239000000001
69	8	1	1.583913
68	7	9	-8.192019
67	7	8	-6.711524000000001
66	7	7	-1.142021
65	7	6	-2.111043
64	7	5	-4.009077
63	7	4	-4.974933
62	7	3	-7.719176000000001
61	7	2	-8.453643
60	7	1	-3.896389
59	6	8	3.862999
58	6	7	4.160133999999999
57	6	6	13.918842999999999
56	6	5	9.958233
55	6	4	13.754451000000001
54	6	3	30.746006
53	6	2	7.7946729999999995
52	6	1	7.516233000000001
51	5	14	1.388005
50	5	13	1.735241
49	5	12	2.0505310000000003
48	5	11	2.935855
47	5	10	2.94076
46	5	9	3.547972
45	5	8	3.70769
44	5	7	4.075843
43	5	6	4.201785
42	5	5	4.453253
41	5	4	4.626398
40	5	3	8.925517999999999
39	5	2	3.799817
38	5	1	4.274302
37	4	9	2.677094
36	4	8	2.625448
35	4	7	6.205334
34	4	6	7.165913000000001
33	4	5	7.853389999999999
32	4	4	15.808062
31	4	3	-0.20513899999999907
30	4	2	-1.9088310000000002
29	4	1	2.4673599999999998
28	3	10	-3.059182
27	3	9	-2.1581069999999976
26	3	8	2.7112979999999998
25	3	7	13.819645999999999
24	3	6	10.233041
23	3	5	4.987106
22	3	4	6.959149000000001
21	3	3	14.845260999999999
20	3	2	5.017882
19	3	1	5.309136
18	2	13	3.409354
17	2	12	5.210713
16	2	11	4.36002
15	2	10	2.516149
14	2	9	1.927002
13	2	8	3.511819
12	2	7	3.21365
11	2	6	3.008845
10	2	5	2.8230619999999997
9	2	4	3.581723
8	2	3	3.176729
7	2	2	1.520271
6	2	1	1.146742
5	1	6	3.72249
4	1	5	2.841133
3	1	4	3.110656
2	1	3	18.211389
1	1	2	3.855287
0	1	1	-18.14576
