	k	i	s
90	10	6	-1.405957
89	10	5	-1.397869
88	10	4	-1.262975
87	10	3	-0.803248
86	10	2	-1.467829
85	10	1	-1.412641
84	9	9	1.52188
83	9	8	0.165072
82	9	7	5.539122
81	9	6	1.6153899999999999
80	9	5	0.8790399999999999
79	9	4	0.980007
78	9	3	10.025252
77	9	2	23.651665
76	9	1	7.975749
75	8	7	6.7126280000000005
74	8	6	3.8097160000000003
73	8	5	19.655821
72	8	4	3.775349
71	8	3	3.6444059999999996
70	8	2	5.385162
69	8	1	0.428457
68	7	9	-2.844544
67	7	8	-2.938784
66	7	7	-4.134953
65	7	6	-1.9076959999999998
64	7	5	-4.696733
63	7	4	-9.272202
62	7	3	-7.425884999999999
61	7	2	-2.8578859999999997
60	7	1	-1.846973
59	6	8	4.731768
58	6	7	4.581345
57	6	6	11.200239
56	6	5	7.012975999999999
55	6	4	13.404304000000002
54	6	3	25.284575999999998
53	6	2	13.172145
52	6	1	4.371445
51	5	14	1.2100959999999998
50	5	13	1.832916
49	5	12	2.036484
48	5	11	3.259831
47	5	10	3.3817180000000002
46	5	9	8.725413
45	5	8	8.253566000000001
44	5	7	19.149812
43	5	6	10.679783
42	5	5	10.299571
41	5	4	9.834294
40	5	3	8.033621
39	5	2	3.651993
38	5	1	3.952492
37	4	9	1.8206509999999998
36	4	8	3.6291910000000005
35	4	7	0.27455799999999997
34	4	6	0.09471
33	4	5	-2.688593
32	4	4	-1.116951
31	4	3	4.540341000000001
30	4	2	-8.224499
29	4	1	-34.536396
28	3	10	-4.309414
27	3	9	-2.4482060000000003
26	3	8	-5.7492589999999995
25	3	7	-2.273287
24	3	6	4.991581
23	3	5	2.974066
22	3	4	9.504796
21	3	3	7.918791000000001
20	3	2	3.415344
19	3	1	1.7272349999999999
18	2	13	2.480305
17	2	12	1.655252
16	2	11	1.248526
15	2	10	1.799
14	2	9	1.255833
13	2	8	2.0721689999999997
12	2	7	1.9685669999999997
11	2	6	3.236367
10	2	5	3.059291
9	2	4	3.745745
8	2	3	3.274268
7	2	2	2.929157
6	2	1	2.6375029999999997
5	1	6	3.396018
4	1	5	9.839545
3	1	4	10.422699
2	1	3	42.568737
1	1	2	31.764104
0	1	1	4.358699
