	k	i	s
90	10	6	0.6584329999999998
89	10	5	1.683071
88	10	4	1.87602
87	10	3	1.170194
86	10	2	2.806413
85	10	1	2.5768009999999997
84	9	9	2.923489
83	9	8	6.565535000000001
82	9	7	10.458195
81	9	6	2.4972
80	9	5	5.1147599999999995
79	9	4	9.991098
78	9	3	27.453255
77	9	2	11.73462
76	9	1	6.334537999999999
75	8	7	1.624041
74	8	6	4.265421
73	8	5	13.699218
72	8	4	19.861999
71	8	3	12.324442000000001
70	8	2	2.954315
69	8	1	-2.354825
68	7	9	-3.0625430000000002
67	7	8	-3.162631
66	7	7	-6.403907
65	7	6	-0.06900200000000006
64	7	5	-7.816438
63	7	4	-7.923216
62	7	3	-11.703945
61	7	2	-7.883024000000001
60	7	1	0.922948
59	6	8	10.721254
58	6	7	8.68815
57	6	6	11.135855000000001
56	6	5	10.492848
55	6	4	9.136889
54	6	3	29.239823
53	6	2	16.513369
52	6	1	4.578790000000001
51	5	14	0.532377
50	5	13	0.7981050000000001
49	5	12	0.948351
48	5	11	1.8885470000000002
47	5	10	1.982017
46	5	9	2.990046
45	5	8	3.075442
44	5	7	3.1777439999999997
43	5	6	3.229336
42	5	5	3.906247
41	5	4	4.016018
40	5	3	7.936453
39	5	2	3.5521830000000003
38	5	1	3.8801730000000005
37	4	9	3.040833
36	4	8	3.872061
35	4	7	6.211942
34	4	6	19.339437
33	4	5	16.890473999999998
32	4	4	19.317633999999998
31	4	3	9.941255
30	4	2	3.6831
29	4	1	-5.944445
28	3	10	0.462222
27	3	9	-3.11516
26	3	8	0.424441
25	3	7	4.705498
24	3	6	1.321539
23	3	5	21.843212
22	3	4	5.4082099999999995
21	3	3	24.090080999999998
20	3	2	5.456492
19	3	1	6.078171
18	2	13	1.8809810000000002
17	2	12	2.811146
16	2	11	2.6152729999999997
15	2	10	2.0707150000000003
14	2	9	1.73911
13	2	8	1.488566
12	2	7	1.407468
11	2	6	1.7950830000000002
10	2	5	1.934638
9	2	4	2.4020900000000003
8	2	3	2.695963
7	2	2	1.874111
6	2	1	1.922043
5	1	6	0.7247560000000001
4	1	5	8.341239999999999
3	1	4	13.174422
2	1	3	26.397311
1	1	2	14.871589
0	1	1	-2.838022
