k	j	i	s	
10	117	6	-1.544807	
10	116	5	-0.477832	
10	116	4	-2.125664	
10	115	3	-1.699929	
10	115	2	-2.337984	
10	114	1	-8.807170	
9	114	9	1.515610	
9	113	9	-0.113381	
9	113	8	-0.249924	
9	112	7	1.499295	
9	111	7	-0.317760	
9	111	6	-1.852065	
9	110	5	0.445890	
9	110	4	-0.320021	
9	109	3	-2.307043	
9	109	2	-2.016114	
9	108	1	-2.100506	
8	108	7	1.013641	
8	108	6	0.899125	
8	107	5	4.215467	
8	107	4	4.588154	
8	106	3	7.801387	
8	105	3	10.347184	
8	104	2	9.136574	
8	103	2	4.740625	
8	103	1	6.430816	
7	103	9	1.520380	
7	102	8	4.233854	
7	102	7	5.469545	
7	101	6	4.276715	
7	100	5	7.389534	
7	99	5	4.006958	
7	98	4	6.034185	
7	97	3	9.478823	
7	96	2	4.936662	
7	95	2	-0.075783	
7	94	1	1.259963	
6	94	8	0.250568	
6	93	8	-3.185435	
6	92	7	0.115331	
6	91	7	-2.524848	
6	90	6	-1.694490	
6	89	6	9.250985	
6	88	5	1.929304	
6	88	4	0.369603	
6	87	3	3.437689	
6	87	2	0.719759	
6	86	1	1.479856	
5	86	14	3.119321	
5	86	13	2.721264	
5	85	12	3.133337	
5	85	11	2.070665	
5	84	10	1.896244	
5	84	9	1.738704	
5	83	8	3.516570	
5	83	7	3.377336	
5	82	6	3.478026	
5	82	5	3.444889	
5	81	4	3.525603	
5	81	3	3.571759	
5	80	2	3.197782	
5	80	1	3.303887	
4	80	9	2.372989	
4	79	8	4.351233	
4	79	7	9.409352	
4	78	6	19.470356	
4	77	5	20.116915	
4	76	4	18.986084	
4	75	3	4.184905	
4	74	2	16.614996	
4	73	2	-10.350168	
4	72	1	3.659675	
3	72	10	3.665853	
3	71	10	4.833069	
3	70	9	24.238667	
3	69	8	5.352092	
3	68	7	17.470684	
3	67	6	-2.024060	
3	67	5	-2.924581	
3	66	4	-3.941331	
3	66	3	-3.954942	
3	65	2	-2.125265	
3	65	1	-1.863137	
2	65	13	-0.101887	
2	64	12	1.204375	
2	64	11	1.673455	
2	63	10	5.558235	
2	62	9	4.153519	
2	61	8	5.215654	
2	60	7	1.940133	
2	60	6	1.858566	
2	59	5	1.318211	
2	59	4	1.220127	
2	58	3	1.502827	
2	58	2	1.206984	
2	57	1	-0.454741	
1	57	6	3.291504	
1	57	5	4.587765	
1	56	4	16.102064	
1	55	3	14.641646	
1	54	2	19.839876	
1	53	2	7.872710	
1	52	1	12.555255	
