k	j	i	s	
10	37	6	-0.048357	
10	37	5	-0.513702	
10	36	4	0.314364	
10	36	3	0.626832	
10	35	2	-0.750797	
10	35	1	-0.453547	
9	35	9	-0.672064	
9	34	8	-0.853958	
9	34	7	-0.006425	
9	33	6	-0.937178	
9	33	5	-0.368042	
9	32	4	2.503858	
9	31	3	-2.145223	
9	30	2	3.280091	
9	30	1	3.671001	
8	30	7	1.447646	
8	29	6	2.409057	
8	29	5	2.259634	
8	28	4	2.222737	
8	28	3	1.158595	
8	27	2	-0.237936	
8	27	1	0.160851	
7	27	9	-1.121307	
7	26	8	-1.531217	
7	26	7	-1.732752	
7	25	6	-2.681157	
7	25	5	-2.332039	
7	24	4	-1.307906	
7	24	3	-0.371408	
7	23	2	1.289004	
7	23	1	1.945069	
6	23	8	-0.198538	
6	22	7	2.162218	
6	21	6	1.763492	
6	20	5	1.916994	
6	19	5	-0.234173	
6	19	4	-0.364088	
6	18	3	-2.438566	
6	17	3	2.026832	
6	17	2	1.812957	
6	16	1	-3.968223	
5	16	14	2.491010	
5	15	14	8.228121	
5	14	13	2.302089	
5	13	13	4.493561	
5	12	12	5.314485	
5	11	11	1.482714	
5	11	10	1.503251	
5	10	9	2.024714	
5	10	8	2.317878	
5	9	7	4.390687	
5	9	6	4.575673	
5	8	5	3.543694	
5	8	4	3.590023	
5	7	3	4.987760	
5	7	2	4.973133	
5	6	1	-0.523455	
4	6	9	-0.044637	
4	6	8	-0.551223	
4	5	7	11.220238	
4	4	7	-3.231681	
4	4	1	-1.586443	
3	4	10	-2.004767	
3	4	1	-21.976980	
2	4	13	-12.513098	
2	4	1	-7.079667	
1	4	6	-4.038712	
1	4	1	3.198908	
