k	j	i	s	
10	83	6	-1.717421	
10	83	5	-1.464793	
10	82	4	-2.370471	
10	82	3	-1.654119	
10	81	2	-5.861151	
10	80	1	-7.035834	
9	80	9	-2.098439	
9	79	9	-3.121008	
9	79	8	-3.743351	
9	78	7	-1.425370	
9	78	6	-1.592773	
9	77	5	-1.476642	
9	77	4	-2.912754	
9	76	3	3.849411	
9	75	3	-1.811235	
9	75	2	-2.321041	
9	74	1	-2.843266	
8	74	7	-5.498097	
8	73	7	-3.757032	
8	72	6	-4.646628	
8	71	5	3.147494	
8	70	4	-2.611518	
8	69	4	2.402014	
8	68	3	5.565391	
8	67	3	2.823478	
8	66	2	5.333168	
8	65	2	2.831738	
8	65	1	3.142833	
7	65	9	-0.305649	
7	64	8	-0.799984	
7	64	7	-0.715197	
7	63	6	-2.711310	
7	62	5	3.875654	
7	61	4	3.140221	
7	60	3	10.132380	
7	59	3	-5.408607	
7	58	2	5.218667	
7	57	2	-5.676866	
7	56	1	4.883651	
6	56	8	0.492797	
6	55	8	-0.441920	
6	54	7	-4.337130	
6	53	7	3.880590	
6	52	6	3.761947	
6	51	5	5.359537	
6	50	4	4.951719	
6	49	3	7.249663	
6	48	2	1.697083	
6	47	2	1.006921	
6	47	1	1.158769	
5	47	14	1.627364	
5	46	13	0.370519	
5	46	12	0.582558	
5	45	11	2.068361	
5	44	10	-0.460562	
5	44	9	-0.485629	
5	43	8	-1.119652	
5	43	7	-1.101076	
5	42	6	-6.013336	
5	41	5	-3.879645	
5	40	4	-1.093307	
5	39	4	-2.419295	
5	38	3	0.387740	
5	38	2	0.393093	
5	37	1	-4.551564	
4	37	9	-0.892334	
4	37	8	-4.021465	
4	36	7	-8.749394	
4	36	6	-13.206248	
4	35	5	-11.442456	
4	35	4	-10.057620	
4	34	3	19.740654	
4	33	2	-19.190769	
4	32	1	27.449635	
3	32	10	4.013887	
3	31	10	0.279382	
3	30	9	44.478928	
3	29	8	7.262881	
3	28	7	52.501335	
3	27	6	3.572888	
3	27	5	3.960938	
3	26	4	6.952156	
3	25	3	8.076965	
3	24	2	3.989589	
3	24	1	5.800611	
2	24	13	2.449057	
2	23	12	0.573896	
2	23	11	-0.178620	
2	22	10	-0.689890	
2	22	9	-1.273539	
2	21	8	-0.165721	
2	21	7	-0.255496	
2	20	6	1.435043	
2	20	5	1.425447	
2	19	4	-0.620308	
2	19	3	-0.724455	
2	18	2	1.027290	
2	18	1	1.188829	
1	18	6	-5.504883	
1	17	5	-3.805334	
1	17	4	-1.099461	
1	16	3	-4.880036	
1	16	2	-0.683055	
1	15	1	4.105612	
