k	j	i	s	
10	76	6	0.512246	
10	76	5	0.940598	
10	75	4	-3.338342	
10	75	3	-3.036722	
10	74	2	1.350151	
10	74	1	1.058532	
9	74	9	-0.723860	
9	73	8	-0.875509	
9	73	7	-0.728497	
9	72	6	-1.843189	
9	72	5	-1.541768	
9	71	4	-1.273974	
9	71	3	-0.595622	
9	70	2	-0.585535	
9	69	2	-0.395426	
9	68	1	-2.115665	
8	68	7	-1.061229	
8	67	7	0.533920	
8	66	6	-2.409252	
8	65	6	-0.709597	
8	64	5	-1.184610	
8	63	4	1.546756	
8	62	3	0.225720	
8	61	3	0.387529	
8	60	2	1.358440	
8	59	1	0.322169	
7	59	9	1.362333	
7	58	8	0.474633	
7	57	8	0.938560	
7	56	7	-0.170413	
7	55	7	1.675861	
7	54	6	1.247593	
7	53	6	1.187407	
7	52	5	1.028845	
7	51	5	0.545653	
7	50	4	-1.643490	
7	49	4	-1.094377	
7	48	3	2.331648	
7	47	2	1.456750	
7	47	1	1.345326	
6	47	8	1.291213	
6	46	7	6.380141	
6	45	6	12.003459	
6	44	5	4.450330	
6	44	4	3.810673	
6	43	3	1.142251	
6	43	2	-1.588507	
6	42	1	1.934368	
5	42	14	1.811104	
5	42	13	6.118974	
5	41	12	5.385405	
5	41	11	2.641506	
5	40	10	4.494674	
5	40	9	4.172869	
5	39	8	4.513202	
5	39	7	4.988739	
5	38	6	6.776753	
5	38	5	6.463276	
5	37	4	6.135983	
5	37	3	5.955828	
5	36	2	7.717113	
5	36	1	7.775615	
4	36	9	2.698914	
4	35	8	3.471087	
4	35	7	6.085819	
4	34	6	27.245659	
4	33	5	30.659246	
4	32	4	19.921988	
4	31	4	20.105856	
4	30	3	-1.835071	
4	29	3	16.406824	
4	28	2	-17.297186	
4	27	2	-4.256169	
4	26	1	-23.862049	
3	26	10	-0.960590	
3	25	9	29.091885	
3	24	8	4.728537	
3	23	7	39.523983	
3	22	6	2.726187	
3	22	5	2.362085	
3	21	4	10.811159	
3	20	3	3.099966	
3	19	2	5.121958	
3	19	1	5.296402	
2	19	13	2.705361	
2	18	12	2.131122	
2	18	11	1.817280	
2	17	10	1.580524	
2	17	9	0.894327	
2	16	8	-0.043611	
2	16	7	-0.411631	
2	15	6	-0.544042	
2	15	5	-0.672533	
2	14	4	-1.770420	
2	14	3	-1.902518	
2	13	2	0.465542	
2	13	1	0.290412	
1	13	6	-3.516367	
1	12	5	-3.116357	
1	12	4	-1.248683	
1	11	3	-0.230794	
1	10	2	1.404733	
1	9	1	0.066809	
