k	j	i	s	
10	73	6	-0.044722	
10	72	5	-1.887223	
10	72	4	-2.330963	
10	71	3	-1.037084	
10	71	2	-1.128312	
10	70	1	-3.240267	
9	70	9	-1.878104	
9	70	8	-2.677883	
9	69	7	-0.697653	
9	69	6	-0.264509	
9	68	5	-2.070147	
9	68	4	-2.716122	
9	67	3	-0.331844	
9	67	2	-0.315512	
9	66	1	-6.415804	
8	66	7	0.020451	
8	65	7	-0.195777	
8	64	6	0.165330	
8	64	5	0.467579	
8	63	4	2.202550	
8	62	3	0.899368	
8	61	3	1.193364	
8	60	2	0.328978	
8	59	2	1.140508	
8	58	1	1.024839	
7	58	9	2.988024	
7	57	8	2.374013	
7	56	7	2.161518	
7	56	6	1.538592	
7	55	5	1.887206	
7	55	4	2.298881	
7	54	3	4.351198	
7	53	3	4.636146	
7	52	2	4.469882	
7	52	1	4.587492	
6	52	8	1.905826	
6	51	7	5.308325	
6	50	6	10.222377	
6	49	5	10.155081	
6	48	4	4.888532	
6	48	3	3.136361	
6	47	2	3.215285	
6	47	1	2.688399	
5	47	14	2.276447	
5	46	13	2.484433	
5	46	12	2.576338	
5	45	11	3.614886	
5	45	10	3.569962	
5	44	9	3.278977	
5	44	8	3.322816	
5	43	7	3.319529	
5	43	6	3.555220	
5	42	5	2.545820	
5	42	4	2.480852	
5	41	3	1.407377	
5	41	2	1.547277	
5	40	1	2.300077	
4	40	9	0.488847	
4	40	8	1.449985	
4	39	7	1.207476	
4	39	6	0.993714	
4	38	5	-1.296093	
4	37	5	2.389460	
4	36	4	4.278372	
4	35	3	3.279877	
4	34	2	-0.866340	
4	33	1	-4.241905	
3	33	10	-3.117798	
3	32	9	-9.028988	
3	31	9	13.924082	
3	30	8	4.232291	
3	29	7	7.102302	
3	29	6	1.842562	
3	28	5	-0.336144	
3	28	4	-2.543198	
3	27	3	-1.005208	
3	27	2	-3.531243	
3	26	1	-6.153913	
2	26	13	1.936870	
2	26	12	0.657610	
2	25	11	-0.826481	
2	25	10	0.608324	
2	24	9	0.154778	
2	24	8	-0.152679	
2	23	7	-0.288555	
2	23	6	-0.564039	
2	22	5	-1.620710	
2	22	4	-1.190070	
2	21	3	-0.489694	
2	21	2	-0.190000	
2	20	1	-2.326405	
1	20	6	-3.390036	
1	20	5	-0.798023	
1	19	4	-2.239095	
1	19	3	1.590300	
1	18	2	6.165809	
1	17	1	2.648212	
