k	j	i	s	
10	96	6	-0.706255	
10	95	5	0.849691	
10	95	4	0.334548	
10	94	3	-0.300445	
10	94	2	-0.814393	
10	93	1	-0.342208	
9	93	9	-1.943320	
9	93	8	-3.521852	
9	92	7	-4.716707	
9	92	6	-6.188850	
9	91	5	-4.516716	
9	91	4	-3.867290	
9	90	3	-2.166687	
9	90	2	-0.176151	
9	89	1	-1.300088	
8	89	7	-0.994124	
8	89	6	-2.271941	
8	88	5	-2.772273	
8	88	4	-2.983458	
8	87	3	-3.020468	
8	87	2	-2.829885	
8	86	1	-7.938042	
7	86	9	-3.167248	
7	86	8	-4.319710	
7	85	7	-2.946438	
7	85	6	-3.514271	
7	84	5	-4.300966	
7	84	4	-4.082525	
7	83	3	-3.728497	
7	83	2	-3.361730	
7	82	1	-7.548370	
6	82	8	-3.183993	
6	82	7	-3.159652	
6	81	6	-0.786639	
6	81	5	1.057049	
6	80	4	5.098428	
6	79	3	1.850631	
6	79	2	1.513795	
6	78	1	5.603413	
5	78	14	10.158564	
5	77	14	0.798442	
5	77	13	-0.196802	
5	76	12	1.312653	
5	76	11	1.599373	
5	75	10	1.087591	
5	75	9	1.008699	
5	74	8	3.435698	
5	74	7	3.420249	
5	73	6	1.582185	
5	73	5	1.771452	
5	72	4	9.518706	
5	71	4	1.624278	
5	71	3	1.612648	
5	70	2	2.453085	
5	70	1	2.275007	
4	70	9	1.939652	
4	69	8	0.149385	
4	68	7	25.853680	
4	67	7	5.875471	
4	67	6	3.235291	
4	66	5	0.637078	
4	66	4	0.010806	
4	65	3	-26.677809	
4	65	2	-14.486700	
4	64	1	-48.574238	
3	64	10	0.783823	
3	64	9	14.371233	
3	63	8	3.279749	
3	62	7	32.705631	
3	61	7	16.233479	
3	60	6	2.574643	
3	59	6	4.629317	
3	58	5	5.963806	
3	57	5	10.603203	
3	56	4	6.502573	
3	55	4	12.446061	
3	54	3	7.246552	
3	53	3	7.196664	
3	52	2	10.145799	
3	51	2	3.143590	
3	51	1	6.331330	
2	51	13	0.109525	
2	50	12	-0.376960	
2	50	11	-0.706072	
2	49	10	-1.122870	
2	49	9	-1.262580	
2	48	8	-1.329499	
2	48	7	-1.617063	
2	47	6	-1.843476	
2	47	5	-2.025740	
2	46	4	-1.803907	
2	46	3	-1.474249	
2	45	2	-0.392562	
2	45	1	-0.187105	
1	45	6	-2.943404	
1	44	5	4.348197	
1	44	4	9.024751	
1	43	3	5.042795	
1	42	2	22.619656	
1	41	2	6.240233	
1	40	1	5.895592	
