k	j	i	s	
10	104	6	2.118044	
10	104	5	1.805832	
10	103	4	-1.290666	
10	103	3	-1.127051	
10	102	2	0.063275	
10	102	1	-0.079212	
9	102	9	-0.216335	
9	101	8	-2.642584	
9	101	7	-2.729846	
9	100	6	-3.045388	
9	100	5	-3.290603	
9	99	4	-2.327931	
9	99	3	-1.671379	
9	98	2	-0.026596	
9	98	1	0.176661	
8	98	7	-1.186589	
8	97	6	1.056985	
8	97	5	1.035924	
8	96	4	-0.054613	
8	96	3	-0.478959	
8	95	2	-0.217122	
8	95	1	-0.843929	
7	95	9	-0.614166	
7	94	8	-0.631756	
7	94	7	-0.532220	
7	93	6	-1.455612	
7	93	5	-1.220399	
7	92	4	-1.669979	
7	92	3	-1.241825	
7	91	2	-0.369893	
7	91	1	0.473395	
6	91	8	0.655098	
6	90	7	-2.262617	
6	90	6	-1.868438	
6	89	5	-1.089821	
6	89	4	-1.708003	
6	88	3	-2.111605	
6	88	2	-3.039867	
6	87	1	-4.712899	
5	87	14	-0.704214	
5	86	13	-1.423598	
5	86	12	-1.350342	
5	85	11	2.342865	
5	84	10	2.626349	
5	83	10	3.005456	
5	82	9	3.109098	
5	81	8	2.306022	
5	81	7	2.233221	
5	80	6	1.470853	
5	80	5	1.260081	
5	79	4	1.248178	
5	79	3	1.148596	
5	78	2	1.051764	
5	78	1	1.159787	
4	78	9	1.920785	
4	77	8	3.077659	
4	76	7	4.024441	
4	75	6	1.706326	
4	74	5	8.210287	
4	73	5	-4.089251	
4	72	4	-18.303608	
4	71	4	-1.454581	
4	70	3	44.762215	
4	69	2	4.324589	
4	68	1	49.891232	
3	68	10	-2.229002	
3	67	10	-4.694818	
3	66	9	31.139063	
3	65	8	-5.697815	
3	64	7	40.431904	
3	63	6	0.270840	
3	62	5	1.022489	
3	61	5	3.934900	
3	60	4	11.936849	
3	59	4	8.560300	
3	58	3	4.545390	
3	58	2	4.032471	
3	57	1	5.836626	
2	57	13	-3.470070	
2	57	12	-3.300360	
2	56	11	-2.839956	
2	56	10	-5.270408	
2	55	9	-5.579907	
2	55	8	-5.770416	
2	54	7	-5.336272	
2	54	6	-5.250280	
2	53	5	-6.879182	
2	53	4	-6.760880	
2	52	3	-6.946501	
2	52	2	-6.259486	
2	51	1	-10.912331	
1	51	6	-2.633095	
1	51	5	-2.213898	
1	50	4	-1.193209	
1	50	3	1.110233	
1	49	2	0.681925	
1	48	1	2.031749	
