k	j	i	s	
10	123	6	2.142089	
10	122	5	-0.235576	
10	121	4	1.791503	
10	120	3	1.956267	
10	119	3	1.734942	
10	118	2	1.150568	
10	117	2	0.576028	
10	117	1	0.733850	
9	117	9	-0.172096	
9	116	8	-0.139413	
9	115	7	1.112763	
9	114	6	2.506685	
9	113	6	6.740240	
9	112	5	1.598396	
9	111	5	2.434988	
9	110	4	-1.229499	
9	109	4	5.446937	
9	108	3	0.103521	
9	107	3	2.814357	
9	106	2	-1.073822	
9	105	2	-2.122779	
9	104	1	-6.763837	
8	104	7	-8.474223	
8	103	7	-2.566238	
8	103	6	-3.398128	
8	102	5	-0.842889	
8	102	4	-1.330785	
8	101	3	-1.395759	
8	101	2	-2.388798	
8	100	1	-8.714090	
7	100	9	-1.593083	
7	99	9	-1.659551	
7	98	8	-3.100799	
7	97	8	-1.830324	
7	96	7	-1.109872	
7	96	6	-1.506682	
7	95	5	-1.935061	
7	95	4	-1.303203	
7	94	3	-2.303012	
7	93	3	-2.099367	
7	92	2	-0.913248	
7	91	2	-3.311131	
7	90	1	-1.954525	
6	90	8	-1.582667	
6	89	8	-0.456760	
6	88	7	-2.803188	
6	88	6	-2.838592	
6	87	5	-0.942090	
6	87	4	-0.908502	
6	86	3	-3.600274	
6	85	3	-0.759576	
6	85	2	-1.084023	
6	84	1	-2.010090	
5	84	14	1.078530	
5	83	14	2.818160	
5	82	13	1.038043	
5	81	13	2.496766	
5	80	12	2.690729	
5	79	12	3.662983	
5	78	11	2.355394	
5	77	11	2.909057	
5	76	10	-1.204910	
5	75	10	-0.923710	
5	74	9	-1.156344	
5	74	8	-1.297698	
5	73	7	1.106034	
5	73	6	1.178394	
5	72	5	-0.486953	
5	72	4	-0.408974	
5	71	3	2.621650	
5	71	2	2.444668	
5	70	1	-1.120137	
4	70	9	1.259341	
4	70	8	-1.829705	
4	69	7	-1.973408	
4	69	6	-5.811330	
4	68	5	-3.423040	
4	68	4	-7.448848	
4	67	3	46.485775	
4	66	2	-8.749269	
4	65	2	1.165951	
4	65	1	22.919796	
3	65	10	-0.792965	
3	64	9	-9.267004	
3	63	9	38.404232	
3	62	8	-5.057370	
3	61	7	42.095703	
3	60	6	-3.307836	
3	59	6	1.335004	
3	58	5	4.155204	
3	57	5	14.567655	
3	56	4	11.834761	
3	55	3	6.111626	
3	55	2	3.985165	
3	54	1	7.949914	
2	54	13	-2.575331	
2	54	12	-3.182314	
2	53	11	-3.493421	
2	53	10	-4.471457	
2	52	9	-5.428509	
2	52	8	-5.495931	
2	51	7	-6.114397	
2	51	6	-6.046194	
2	50	5	-6.455830	
2	50	4	-6.257501	
2	49	3	-6.685211	
2	49	2	-6.142923	
2	48	1	-12.049948	
1	48	6	-3.247567	
1	48	5	-2.061016	
1	47	4	-1.689800	
1	47	3	-2.198910	
1	46	2	6.430642	
1	45	2	0.346252	
1	44	1	-3.622932	
