k	j	i	s	
10	145	6	-1.289200	
10	145	5	-1.346051	
10	144	4	-0.809196	
10	144	3	-0.720791	
10	143	2	0.952520	
10	142	1	-0.000990	
9	142	9	3.075670	
9	141	9	4.913450	
9	140	8	5.310554	
9	139	8	5.247451	
9	139	7	4.755559	
9	138	6	12.715715	
9	137	6	8.303766	
9	137	5	7.912952	
9	136	4	15.743688	
9	135	3	21.326952	
9	134	2	17.561714	
9	133	2	8.420483	
9	133	1	10.942678	
8	133	7	4.630239	
8	132	6	1.107109	
8	131	5	10.420608	
8	130	4	7.868950	
8	129	4	9.083820	
8	128	3	7.289945	
8	127	3	5.120625	
8	126	2	4.326092	
8	125	2	1.492994	
8	124	1	0.594612	
7	124	9	-1.321782	
7	123	9	-0.025002	
7	122	8	0.074762	
7	121	8	0.688403	
7	120	7	2.647603	
7	119	7	3.982152	
7	118	6	4.659706	
7	117	6	7.654030	
7	116	5	3.288802	
7	115	5	6.449873	
7	114	4	7.062759	
7	113	4	3.694467	
7	112	3	5.498902	
7	111	3	-4.163043	
7	110	2	-1.812568	
7	109	2	-5.623351	
7	108	1	4.689517	
6	108	8	2.272666	
6	107	8	1.238267	
6	106	7	-7.420152	
6	105	7	-7.985694	
6	104	6	-4.099502	
6	103	6	-10.894882	
6	102	5	-5.608778	
6	101	5	-8.422415	
6	100	4	-6.544486	
6	99	4	-8.430388	
6	98	3	-12.781065	
6	97	3	-10.369334	
6	96	2	-14.454701	
6	95	2	-0.430094	
6	94	1	-10.261025	
5	94	14	-2.260993	
5	93	14	-2.396180	
5	92	13	-2.103086	
5	91	13	1.722890	
5	90	12	-3.344821	
5	89	12	-1.280576	
5	88	11	-1.135103	
5	87	11	-2.357522	
5	86	10	-2.528481	
5	85	10	-2.854791	
5	84	9	-4.384642	
5	83	9	-2.059982	
5	82	8	-1.254007	
5	81	8	-1.049030	
5	80	7	0.099226	
5	79	7	2.720702	
5	78	6	2.663822	
5	77	6	5.230537	
5	76	5	5.173016	
5	75	5	6.807531	
5	74	4	7.504933	
5	73	4	9.054964	
5	72	3	9.996754	
5	71	3	10.919084	
5	70	2	11.624985	
5	69	2	10.796268	
5	68	1	9.839107	
4	68	9	5.164318	
4	67	9	1.943829	
4	66	8	3.409334	
4	65	8	0.491042	
4	64	7	1.913512	
4	63	6	1.377298	
4	62	5	12.883349	
4	61	5	1.687417	
4	61	4	-4.097198	
4	60	3	-6.454951	
4	60	2	-4.917953	
4	59	1	-38.177429	
3	59	10	-2.019366	
3	59	9	-2.158641	
3	58	8	-11.090610	
3	57	7	5.566452	
3	56	6	5.476403	
3	55	6	5.533242	
3	54	5	9.411114	
3	53	4	12.114388	
3	52	3	13.269903	
3	51	3	10.979662	
3	50	2	9.006162	
3	49	2	6.035221	
3	49	1	9.607031	
2	49	13	1.403010	
2	48	12	0.193198	
2	48	11	-0.044695	
2	47	10	-0.383997	
2	47	9	-0.904193	
2	46	8	-0.815068	
2	46	7	-0.900376	
2	45	6	-0.627908	
2	45	5	-0.610430	
2	44	4	-0.073757	
2	44	3	0.212652	
2	43	2	-0.747483	
2	43	1	-0.282907	
1	43	6	4.258834	
1	42	5	7.332550	
1	42	4	10.905370	
1	41	3	23.009317	
1	40	2	24.617025	
1	39	2	23.787794	
1	38	1	4.028668	
