k	j	i	s	
10	116	6	-1.005552	
10	116	5	-0.497262	
10	115	4	-0.231394	
10	115	3	0.245620	
10	114	2	0.849452	
10	113	2	0.593686	
10	113	1	0.877117	
9	113	9	0.961562	
9	112	8	0.651734	
9	111	8	2.749925	
9	110	7	1.308194	
9	109	7	2.908381	
9	108	6	5.494276	
9	107	6	8.453394	
9	106	5	9.470319	
9	105	5	11.721459	
9	104	4	11.956866	
9	103	3	16.079617	
9	102	2	19.929642	
9	101	2	13.880431	
9	100	1	11.234791	
8	100	7	-0.538630	
8	99	7	-0.162723	
8	99	6	-1.422405	
8	98	5	4.210512	
8	97	4	5.592960	
8	96	3	4.919528	
8	95	3	5.550514	
8	94	2	3.033939	
8	93	2	3.135826	
8	92	1	-0.482841	
7	92	9	-3.438590	
7	91	9	-1.033049	
7	90	8	-0.931050	
7	89	7	0.856221	
7	89	6	0.674537	
7	88	5	3.824903	
7	87	5	4.244241	
7	86	4	1.705306	
7	85	4	6.527320	
7	84	3	1.856910	
7	83	3	4.487070	
7	82	2	-3.293366	
7	81	2	3.717181	
7	80	1	-4.088813	
6	80	8	-1.475388	
6	79	8	8.005003	
6	78	7	-3.198926	
6	77	7	-4.838953	
6	76	6	-3.286157	
6	75	6	-0.863566	
6	74	5	8.878829	
6	73	5	12.421606	
6	72	4	14.708038	
6	71	4	18.131454	
6	70	3	15.443540	
6	69	2	9.883411	
6	69	1	9.565885	
5	69	14	5.019185	
5	68	13	5.038790	
5	68	12	5.540272	
5	67	11	5.999417	
5	67	10	6.173149	
5	66	9	6.105110	
5	66	8	6.316196	
5	65	7	6.630937	
5	65	6	6.751496	
5	64	5	12.709773	
5	63	4	12.702271	
5	62	3	11.095208	
5	61	3	8.734452	
5	60	2	8.123978	
5	59	2	3.578223	
5	59	1	3.680522	
4	59	9	-0.640698	
4	58	8	-0.123300	
4	58	7	2.507616	
4	57	6	2.229367	
4	56	5	12.093555	
4	55	5	1.121960	
4	54	4	-13.832221	
4	53	4	-9.887991	
4	52	3	44.140209	
4	51	2	-12.851516	
4	50	1	44.287529	
3	50	10	1.976826	
3	49	10	-3.281950	
3	48	9	42.444927	
3	47	8	7.333009	
3	46	7	52.310989	
3	45	6	0.638947	
3	45	5	2.398670	
3	44	4	3.396945	
3	44	3	4.162894	
3	43	2	7.908976	
3	43	1	6.598196	
2	43	13	2.155496	
2	42	12	-1.020318	
2	42	11	-1.273952	
2	41	10	1.293636	
2	41	9	0.998648	
2	40	8	-0.437721	
2	40	7	-0.554554	
2	39	6	1.573197	
2	39	5	1.882768	
2	38	4	1.011071	
2	38	3	1.487195	
2	37	2	1.693767	
2	37	1	2.807455	
1	37	6	0.180104	
1	36	5	6.600348	
1	35	4	18.877127	
1	34	3	14.868841	
1	33	2	21.971062	
1	32	1	13.767180	
