k	j	i	s	
10	136	6	3.210980	
10	135	6	5.321418	
10	134	5	4.653194	
10	133	5	-2.345971	
10	132	4	8.563951	
10	131	4	1.464026	
10	130	3	10.223002	
10	129	3	1.191409	
10	128	2	14.074961	
10	127	2	-3.209032	
10	126	1	12.904899	
9	126	9	6.185069	
9	125	9	1.952500	
9	124	8	5.797903	
9	123	8	4.663747	
9	122	7	5.324426	
9	121	7	6.418312	
9	120	6	9.029271	
9	119	6	12.528330	
9	118	5	9.729899	
9	117	5	12.083813	
9	116	4	14.686373	
9	115	3	18.546429	
9	114	2	17.734905	
9	113	2	8.160005	
9	112	1	1.919409	
8	112	7	-1.793450	
8	111	6	-1.757972	
8	110	5	9.958219	
8	109	5	-0.233114	
8	108	4	2.875364	
8	107	4	3.256905	
8	106	3	1.615445	
8	105	3	0.005195	
8	104	2	-1.293610	
8	103	2	-0.901172	
8	102	1	-0.528389	
7	102	9	-2.624562	
7	102	8	-2.766239	
7	101	7	-2.513482	
7	100	6	-1.477667	
7	99	6	0.225247	
7	98	5	1.805705	
7	97	5	-4.092637	
7	96	4	5.090355	
7	95	4	-3.241975	
7	94	3	12.031298	
7	93	3	-5.456536	
7	92	2	2.168884	
7	91	2	-4.691569	
7	90	1	2.969811	
6	90	8	7.869398	
6	89	8	5.055335	
6	88	7	-1.286854	
6	87	7	-1.330680	
6	86	6	6.769931	
6	85	6	6.977105	
6	84	5	11.646301	
6	83	5	8.539564	
6	82	4	14.137588	
6	81	3	14.151593	
6	80	2	15.192788	
6	79	2	5.486719	
6	79	1	5.958549	
5	79	14	2.771681	
5	78	13	1.480282	
5	78	12	1.941588	
5	77	11	2.550447	
5	77	10	2.563655	
5	76	9	3.198398	
5	76	8	3.327281	
5	75	7	3.892868	
5	75	6	3.902653	
5	74	5	8.356632	
5	73	4	7.791068	
5	72	3	8.505064	
5	71	3	5.576297	
5	70	2	2.800440	
5	70	1	3.025099	
4	70	9	0.117365	
4	69	8	-0.128070	
4	69	7	-0.508508	
4	68	6	3.793123	
4	67	6	11.555622	
4	66	5	9.948483	
4	65	4	0.658739	
4	64	3	-4.524035	
4	64	2	-0.679699	
4	63	1	-18.480703	
3	63	10	-2.598676	
3	62	9	2.907569	
3	61	8	-10.521768	
3	60	7	13.457685	
3	59	6	-3.665101	
3	58	5	11.310456	
3	57	5	4.940955	
3	56	4	12.054349	
3	55	3	5.223722	
3	54	2	12.418299	
3	53	2	5.632195	
3	53	1	5.581069	
2	53	13	1.772681	
2	52	12	1.547105	
2	52	11	1.253998	
2	51	10	0.920057	
2	51	9	0.593821	
2	50	8	1.970810	
2	50	7	2.094490	
2	49	6	1.463250	
2	49	5	1.715075	
2	48	4	1.812532	
2	48	3	2.496131	
2	47	2	7.971908	
2	46	1	-0.684536	
1	46	6	6.186863	
1	45	6	-0.699184	
1	45	5	-1.182695	
1	44	4	17.692545	
1	43	4	5.245248	
1	43	3	4.447344	
1	42	2	20.602646	
1	41	2	9.036990	
1	40	1	3.053592	
