k	j	i	s	
10	124	6	-0.290813	
10	124	5	0.401792	
10	123	4	-2.175139	
10	123	3	-2.061126	
10	122	2	3.811457	
10	121	1	1.225060	
9	121	9	2.971335	
9	120	8	3.103235	
9	119	8	4.356864	
9	118	7	2.511108	
9	117	7	4.495119	
9	116	6	13.724307	
9	115	6	9.958997	
9	114	5	9.822604	
9	113	5	4.193202	
9	112	4	14.387864	
9	111	3	13.295019	
9	110	2	15.088404	
9	109	2	7.145646	
9	108	1	15.226599	
8	108	7	1.292477	
8	107	6	3.649237	
8	106	5	10.979139	
8	105	5	1.664567	
8	104	4	3.192814	
8	103	4	2.625891	
8	102	3	5.064374	
8	101	3	2.684230	
8	100	2	2.604791	
8	99	2	1.968271	
8	98	1	0.919750	
7	98	9	1.396998	
7	97	9	0.943328	
7	96	8	0.018564	
7	95	8	0.436713	
7	94	7	-0.695718	
7	93	7	-3.369508	
7	92	6	-0.624258	
7	91	6	-3.278252	
7	90	5	-6.915352	
7	89	5	-1.759977	
7	88	4	-16.048969	
7	87	4	-2.720379	
7	86	3	-8.175030	
7	85	3	-1.921298	
7	84	2	-6.790286	
7	83	2	-7.085922	
7	82	1	-7.031581	
6	82	8	-5.185452	
6	81	8	-0.582747	
6	80	7	-9.862680	
6	79	7	-4.933854	
6	78	6	-6.144397	
6	77	6	4.946008	
6	76	5	0.373544	
6	75	5	8.983441	
6	74	4	8.675331	
6	73	4	13.795631	
6	72	3	14.053831	
6	71	3	10.345401	
6	70	2	6.812571	
6	70	1	5.618738	
5	70	14	5.096234	
5	69	13	5.601168	
5	69	12	5.639177	
5	68	11	10.832637	
5	67	10	11.366043	
5	66	9	10.569770	
5	65	9	10.176472	
5	64	8	10.628733	
5	63	8	10.260562	
5	62	7	10.622874	
5	61	7	10.116566	
5	60	6	10.766425	
5	59	6	9.123051	
5	58	5	9.484977	
5	57	5	7.937819	
5	56	4	7.721915	
5	55	4	3.355021	
5	54	3	1.075414	
5	53	3	-3.259687	
5	52	2	-2.450755	
5	51	2	-2.009892	
5	50	1	-3.742978	
4	50	9	-9.476250	
4	49	8	-8.181764	
4	49	7	-8.332090	
4	48	6	-6.896052	
4	48	5	-5.796334	
4	47	4	-7.095816	
4	46	3	25.718138	
4	45	2	2.761206	
4	44	1	37.775551	
3	44	10	7.997622	
3	43	10	-1.888961	
3	42	9	34.076473	
3	41	8	7.553379	
3	40	7	37.488010	
3	39	6	-2.059841	
3	39	5	0.979933	
3	38	4	2.661674	
3	38	3	4.553151	
3	37	2	5.826465	
3	37	1	6.200346	
2	37	13	2.093794	
2	36	12	3.087410	
2	36	11	2.766545	
2	35	10	2.253276	
2	35	9	2.198580	
2	34	8	2.106860	
2	34	7	2.358834	
2	33	6	2.004189	
2	33	5	2.342883	
2	32	4	0.702944	
2	32	3	1.336015	
2	31	2	0.950872	
2	31	1	1.786178	
1	31	6	3.450400	
1	30	5	1.442705	
1	30	4	2.274758	
1	29	3	11.929472	
1	28	2	7.907749	
1	27	2	3.839032	
1	26	1	-0.860591	
