k	j	i	s	
10	139	6	1.828208	
10	138	5	-3.541671	
10	137	4	2.646871	
10	136	3	-2.057752	
10	135	3	1.029226	
10	134	2	2.259391	
10	133	2	-0.728553	
10	132	1	2.229246	
9	132	9	1.416824	
9	131	9	2.588360	
9	130	8	3.462471	
9	129	8	5.275682	
9	128	7	10.157815	
9	127	6	8.463939	
9	126	5	11.218846	
9	125	5	13.415398	
9	124	4	13.792092	
9	123	3	13.919863	
9	122	2	11.482586	
9	121	2	4.322316	
9	121	1	5.212904	
8	121	7	1.940948	
8	120	6	4.348803	
8	119	5	8.385351	
8	118	4	5.337052	
8	117	4	4.556811	
8	116	3	4.606197	
8	115	3	4.245475	
8	114	2	1.888992	
8	113	2	1.026552	
8	112	1	-1.564347	
7	112	9	1.475927	
7	111	9	1.789329	
7	110	8	1.170035	
7	110	7	1.401284	
7	109	6	4.883456	
7	108	5	9.233605	
7	107	5	7.224103	
7	106	4	2.799958	
7	105	4	1.730739	
7	104	3	1.943548	
7	103	3	-0.601989	
7	102	2	5.464965	
7	101	2	-5.904523	
7	100	1	2.621187	
6	100	8	-8.194502	
6	99	8	-2.765310	
6	98	7	-3.545868	
6	98	6	0.216720	
6	97	5	1.570153	
6	96	4	-6.945190	
6	95	4	-2.805733	
6	95	3	-3.941462	
6	94	2	-1.177573	
6	93	2	-3.367890	
6	92	1	-18.377174	
5	92	14	1.520913	
5	91	14	4.771316	
5	90	13	4.823648	
5	89	13	3.790972	
5	89	12	3.178015	
5	88	11	6.492621	
5	87	11	7.536543	
5	86	10	7.744161	
5	85	10	9.408569	
5	84	9	8.508338	
5	83	9	8.027844	
5	82	8	8.169292	
5	81	8	7.512839	
5	80	7	8.333933	
5	79	7	7.445872	
5	78	6	9.319087	
5	77	6	9.133294	
5	76	5	8.545426	
5	75	5	7.049135	
5	74	4	3.853389	
5	73	4	-1.046622	
5	72	3	0.041835	
5	71	3	-0.562607	
5	70	2	2.063137	
5	69	2	-2.137484	
5	68	1	-3.363170	
4	68	9	-5.587112	
4	67	8	-5.441468	
4	67	7	-6.943504	
4	66	6	-0.046542	
4	66	5	-4.337165	
4	65	4	-3.315338	
4	65	3	5.209717	
4	64	2	-0.821378	
4	63	1	14.671947	
3	63	10	1.495498	
3	63	9	-3.392310	
3	62	8	2.509111	
3	62	7	5.070863	
3	61	6	3.150711	
3	61	5	4.011337	
3	60	4	13.513872	
3	59	3	10.816462	
3	58	2	16.033264	
3	57	2	4.845906	
3	57	1	5.735831	
2	57	13	2.083804	
2	56	12	2.084151	
2	56	11	2.119560	
2	55	10	1.516758	
2	55	9	1.064265	
2	54	8	1.606562	
2	54	7	1.675374	
2	53	6	3.495036	
2	53	5	3.832835	
2	52	4	7.281671	
2	51	3	9.592162	
2	50	2	8.016958	
2	49	1	1.195176	
1	49	6	3.752679	
1	49	5	3.775610	
1	48	4	31.423576	
1	47	3	9.194010	
1	46	2	32.601788	
1	45	1	6.083306	
