k	j	i	s	
10	120	6	0.628354	
10	119	6	1.865364	
10	118	5	-0.425324	
10	117	5	-1.034341	
10	116	4	5.163581	
10	115	4	-1.549203	
10	114	3	4.915269	
10	113	3	-0.405128	
10	112	2	5.468148	
10	111	2	-3.510525	
10	110	1	8.377648	
9	110	9	6.540940	
9	109	9	3.633879	
9	108	8	7.471954	
9	107	8	7.153557	
9	106	7	8.347073	
9	105	7	13.477110	
9	104	6	14.222140	
9	103	5	11.525122	
9	102	4	15.354692	
9	101	4	14.581488	
9	100	3	19.420950	
9	99	3	1.697514	
9	98	2	8.304581	
9	97	2	-1.470434	
9	96	1	1.831155	
8	96	7	3.590446	
8	95	7	7.714829	
8	94	6	3.120787	
8	93	6	5.655187	
8	92	5	1.352183	
8	91	5	1.333008	
8	90	4	5.608719	
8	89	4	4.654633	
8	88	3	4.496501	
8	87	3	4.041462	
8	86	2	6.434356	
8	85	2	1.830771	
8	85	1	2.900526	
7	85	9	-1.826697	
7	84	8	-4.312007	
7	83	8	-8.739416	
7	82	7	-8.147872	
7	81	7	-10.995823	
7	80	6	-4.473400	
7	79	6	-13.171802	
7	78	5	-7.756317	
7	77	5	-12.640772	
7	76	4	-4.929221	
7	75	4	-10.664986	
7	74	3	-0.307130	
7	73	3	-6.692245	
7	72	2	-4.403123	
7	71	2	-3.073463	
7	70	1	-1.541628	
6	70	8	-2.918793	
6	69	8	-2.729095	
6	68	7	-5.143129	
6	67	7	6.494845	
6	66	6	4.785990	
6	65	6	8.100002	
6	64	5	9.741944	
6	63	5	10.764533	
6	62	4	13.587117	
6	61	4	5.419365	
6	61	3	4.613656	
6	60	2	4.534471	
6	60	1	3.650025	
5	60	14	3.301465	
5	59	13	3.737048	
5	59	12	3.993803	
5	58	11	3.769404	
5	58	10	4.003059	
5	57	9	3.648842	
5	57	8	3.815645	
5	56	7	7.272879	
5	55	7	6.388204	
5	54	6	5.999165	
5	53	6	5.262855	
5	52	5	6.464305	
5	51	5	6.827034	
5	50	4	5.345444	
5	49	4	6.119076	
5	48	3	3.587693	
5	47	3	0.830145	
5	46	2	0.558204	
5	46	1	1.135225	
4	46	9	-0.216669	
4	45	8	-2.250485	
4	45	7	-1.393648	
4	44	6	3.050331	
4	43	5	0.064817	
4	43	4	-0.657253	
4	42	3	-10.402472	
4	42	2	-0.470448	
4	41	1	-17.613745	
3	41	10	-0.270150	
3	40	9	-1.156456	
3	39	9	-5.957829	
3	38	8	-4.586292	
3	37	7	3.999680	
3	36	6	8.802841	
3	35	5	15.111950	
3	34	4	11.496922	
3	33	4	15.532452	
3	32	3	11.483974	
3	31	3	10.591666	
3	30	2	11.357747	
3	29	2	4.827683	
3	29	1	6.969169	
2	29	13	1.582553	
2	28	12	2.501248	
2	28	11	2.539739	
2	27	10	2.772836	
2	27	9	2.704880	
2	26	8	2.798259	
2	26	7	3.094883	
2	25	6	3.678362	
2	25	5	4.125380	
2	24	4	7.522341	
2	23	3	5.365505	
2	22	2	2.175279	
2	22	1	3.002383	
1	22	6	1.586406	
1	21	5	10.896242	
1	20	4	24.956156	
1	19	3	6.002491	
1	18	2	24.678720	
1	17	1	3.217627	
