k	j	i	s	
10	53	6	-1.224629	
10	52	5	-1.403114	
10	52	4	-1.601468	
10	51	3	-0.872704	
10	51	2	-1.118238	
10	50	1	-1.809125	
9	50	9	0.013982	
9	50	8	-0.068334	
9	49	7	1.665156	
9	49	6	1.659967	
9	48	5	-0.207416	
9	47	4	1.915132	
9	47	3	1.460959	
9	46	2	0.726374	
9	45	2	4.531114	
9	44	1	4.054865	
8	44	7	1.657201	
8	43	7	2.078468	
8	42	6	-2.959677	
8	41	5	-2.984747	
8	40	4	-5.173365	
8	39	3	-3.330369	
8	38	2	-4.263852	
8	37	1	-5.562301	
7	37	9	-5.346453	
7	36	8	-2.817597	
7	36	7	-2.406103	
7	35	6	-1.038985	
7	34	5	-1.567142	
7	34	4	-1.347654	
7	33	3	2.647681	
7	32	2	0.380696	
7	31	2	0.448612	
7	30	1	-2.470477	
6	30	8	-3.898331	
6	29	8	4.792830	
6	28	7	4.498280	
6	27	6	10.123437	
6	26	5	5.947363	
6	26	4	3.992508	
6	25	3	6.026035	
6	25	2	2.477923	
6	24	1	4.093072	
5	24	14	5.830664	
5	24	13	3.866450	
5	23	12	6.816354	
5	23	11	5.924595	
5	22	10	6.256255	
5	22	9	5.792197	
5	21	8	6.018674	
5	21	7	6.014451	
5	20	6	6.053446	
5	20	5	6.197672	
5	19	4	7.394354	
5	19	3	7.322826	
5	18	2	5.551136	
5	18	1	6.007306	
4	18	9	3.256387	
4	17	8	5.054229	
4	17	7	9.401380	
4	16	6	12.237069	
4	15	5	29.273321	
4	14	4	28.025143	
4	13	3	22.259758	
4	12	2	23.155401	
4	11	1	11.656132	
3	11	10	-5.799392	
3	10	9	19.248970	
3	9	9	-1.669023	
3	9	8	-1.827066	
3	8	7	26.448568	
3	7	6	-1.885968	
3	7	5	-2.270072	
3	6	4	-1.778988	
3	6	3	-0.189879	
3	5	2	0.921305	
3	5	1	1.439845	
2	5	13	-0.132134	
2	4	12	2.338583	
2	4	1	-1.476384	
1	4	6	-4.254955	
1	4	1	-10.255859	
