k	j	i	s	
10	44	6	-1.481524	
10	44	5	-1.550146	
10	43	4	-1.474487	
10	43	3	-1.502608	
10	42	2	-1.552148	
10	42	1	-1.605410	
9	42	9	-0.938568	
9	41	8	-0.599815	
9	41	7	-0.996147	
9	40	6	-2.128172	
9	40	5	-2.113793	
9	39	4	-0.830110	
9	39	3	-1.030668	
9	38	2	-0.080607	
9	38	1	0.581014	
8	38	7	1.268405	
8	37	6	0.228447	
8	36	5	1.339888	
8	35	4	-1.446519	
8	34	3	0.924107	
8	33	3	-0.185608	
8	32	2	0.062810	
8	31	2	-1.872020	
8	30	1	-1.273425	
7	30	9	-3.065800	
7	29	9	-1.156125	
7	29	8	-1.380428	
7	28	7	-1.000001	
7	28	6	-1.543113	
7	27	5	-1.159072	
7	27	4	-0.997813	
7	26	3	-0.090543	
7	25	2	-1.740416	
7	24	1	1.495921	
6	24	8	2.452168	
6	23	8	5.138936	
6	22	7	10.841361	
6	21	6	6.809469	
6	21	5	4.718223	
6	20	4	5.459662	
6	20	3	1.969016	
6	19	2	2.658324	
6	19	1	1.676770	
5	19	14	4.709364	
5	18	13	3.406162	
5	18	12	3.322873	
5	17	11	4.261463	
5	17	10	3.897056	
5	16	9	5.026294	
5	16	8	4.911788	
5	15	7	4.444950	
5	15	6	4.529480	
5	14	5	5.075571	
5	14	4	5.173684	
5	13	3	5.021164	
5	13	2	5.003606	
5	12	1	5.811890	
4	12	9	2.894139	
4	12	8	5.021212	
4	11	7	5.529310	
4	11	6	11.189220	
4	10	5	32.664845	
4	9	4	24.078781	
4	8	3	24.376001	
4	7	2	19.047781	
4	6	1	15.195087	
3	6	10	3.970732	
3	5	9	8.729722	
3	4	9	6.008632	
3	4	1	-7.489349	
2	4	13	3.340800	
2	4	1	-14.627881	
1	4	6	-4.980921	
1	4	1	-19.915609	
