	k	i	s
90	10	6	-1.474628
89	10	5	-1.349233
88	10	4	-1.6627450000000001
87	10	3	-1.477179
86	10	2	-1.378327
85	10	1	-1.525839
84	9	9	2.930835
83	9	8	2.098174
82	9	7	1.8923729999999999
81	9	6	4.81531
80	9	5	5.642223
79	9	4	2.301844
78	9	3	1.7889869999999999
77	9	2	2.2226
76	9	1	1.314745
75	8	7	3.214991
74	8	6	4.6277800000000004
73	8	5	3.764328
72	8	4	2.161404
71	8	3	1.214783
70	8	2	1.293024
69	8	1	1.207451
68	7	9	-0.5543170000000001
67	7	8	-1.020078
66	7	7	-0.15245899999999998
65	7	6	1.136942
64	7	5	1.735777
63	7	4	1.0755299999999999
62	7	3	1.4473690000000001
61	7	2	6.103644999999999
60	7	1	1.891916
59	6	8	0.12151300000000001
58	6	7	-2.562706
57	6	6	-1.868354
56	6	5	1.529591
55	6	4	-1.359207
54	6	3	-1.9889270000000001
53	6	2	-3.6649870000000004
52	6	1	-9.13872
51	5	14	0.627575
50	5	13	-0.5708260000000001
49	5	12	0.44515
48	5	11	0.247773
47	5	10	-0.367791
46	5	9	-0.734309
45	5	8	0.8913129999999999
44	5	7	0.8203590000000001
43	5	6	0.105841
42	5	5	0.262447
41	5	4	1.463339
40	5	3	1.4519540000000002
39	5	2	1.5773540000000001
38	5	1	1.607677
37	4	9	-1.222067
36	4	8	0.631254
35	4	7	5.968503
34	4	6	15.972635
33	4	5	11.358167
32	4	4	0.5236830000000001
31	4	3	11.072403999999999
30	4	2	-4.9799370000000005
29	4	1	-4.916628
28	3	10	1.9176139999999997
27	3	9	18.828889999999998
26	3	8	4.49541
25	3	7	16.723516
24	3	6	1.1216469999999998
23	3	5	2.6622939999999997
22	3	4	1.88287
21	3	3	2.2093
20	3	2	3.500206
19	3	1	2.731062
18	2	13	1.394531
17	2	12	1.7525979999999999
16	2	11	1.7458779999999998
15	2	10	0.42358900000000005
14	2	9	0.29197199999999995
13	2	8	1.302185
12	2	7	1.334436
11	2	6	2.374511
10	2	5	2.487689
9	2	4	2.111272
8	2	3	2.026881
7	2	2	0.538877
6	2	1	1.227757
5	1	6	7.259011999999999
4	1	5	5.077657
3	1	4	3.116097
2	1	3	16.065573
1	1	2	14.670933000000002
0	1	1	3.1969540000000003
