	k	i	s
90	10	6	-1.5203950000000002
89	10	5	-0.9325899999999999
88	10	4	-1.363941
87	10	3	-1.0809790000000001
86	10	2	-0.152799
85	10	1	0.42297399999999996
84	9	9	15.80966
83	9	8	3.506836
82	9	7	3.286633
81	9	6	3.176534
80	9	5	3.617492
79	9	4	4.55651
78	9	3	5.6904639999999995
77	9	2	2.265011
76	9	1	2.546538
75	8	7	1.993971
74	8	6	0.720757
73	8	5	4.175301999999999
72	8	4	0.5469930000000001
71	8	3	0.214207
70	8	2	1.049879
69	8	1	1.137257
68	7	9	-0.259135
67	7	8	-1.2765309999999999
66	7	7	-1.2866520000000001
65	7	6	-0.8515510000000001
64	7	5	-0.962173
63	7	4	-1.248155
62	7	3	-1.938948
61	7	2	-0.828202
60	7	1	-0.25878
59	6	8	-4.4118260000000005
58	6	7	-2.82896
57	6	6	-3.789136
56	6	5	-4.287522
55	6	4	-4.461068
54	6	3	-4.511254
53	6	2	-5.226363
52	6	1	-11.639753
51	5	14	-2.739796
50	5	13	-3.698611
49	5	12	-1.431423
48	5	11	-1.8746450000000001
47	5	10	-0.44288500000000003
46	5	9	-0.693956
45	5	8	1.127687
44	5	7	0.955048
43	5	6	0.802678
42	5	5	0.821672
41	5	4	0.713318
40	5	3	0.791061
39	5	2	2.1803310000000002
38	5	1	1.9544439999999998
37	4	9	5.432136
36	4	8	7.1020330000000005
35	4	7	6.588603999999999
34	4	6	32.069031
33	4	5	27.849375
32	4	4	39.037237000000005
31	4	3	8.22268
30	4	2	27.291739000000003
29	4	1	10.81862
28	3	10	0.018294
27	3	9	-8.283575
26	3	8	-1.895607
25	3	7	-1.363583
24	3	6	-3.258771
23	3	5	7.049733
22	3	4	1.6547479999999999
21	3	3	4.458448000000001
20	3	2	4.860599
19	3	1	2.401824
18	2	13	0.7341979999999999
17	2	12	-0.629001
16	2	11	0.49203100000000005
15	2	10	-1.387235
14	2	9	-1.268316
13	2	8	-1.36506
12	2	7	-4.311791
11	2	6	-4.275714
10	2	5	-0.9473020000000001
9	2	4	-0.941142
8	2	3	-2.0648419999999996
7	2	2	-2.060928
6	2	1	-2.8568860000000003
5	1	6	0.44425299999999995
4	1	5	1.306229
3	1	4	-3.893042
2	1	3	-1.4045590000000001
1	1	2	-3.123272
0	1	1	-8.333378
