	k	i	s
90	10	6	-2.049489
89	10	5	-1.561413
88	10	4	-1.400568
87	10	3	-0.691371
86	10	2	-0.45520299999999997
85	10	1	-1.4359309999999998
84	9	9	-1.0712190000000001
83	9	8	0.066588
82	9	7	2.160952
81	9	6	3.85366
80	9	5	1.391592
79	9	4	3.1231299999999997
78	9	3	2.486593
77	9	2	1.396116
76	9	1	2.237099
75	8	7	7.953312
74	8	6	0.6201949999999999
73	8	5	-0.974126
72	8	4	2.937047
71	8	3	2.302452
70	8	2	3.54346
69	8	1	0.13375399999999998
68	7	9	-1.374649
67	7	8	-0.114744
66	7	7	0.136984
65	7	6	-0.425254
64	7	5	0.351027
63	7	4	4.354179
62	7	3	-1.0780219999999998
61	7	2	-8.632911
60	7	1	-4.742407
59	6	8	0.2603789999999999
58	6	7	10.863598
57	6	6	11.955888
56	6	5	14.498565
55	6	4	13.523363
54	6	3	26.130643
53	6	2	5.1584900000000005
52	6	1	6.609260000000001
51	5	14	0.455557
50	5	13	0.5326529999999999
49	5	12	1.056378
48	5	11	0.416656
47	5	10	0.661863
46	5	9	-0.6265729999999999
45	5	8	-0.48601300000000003
44	5	7	-1.501762
43	5	6	2.179911
42	5	5	0.12771500000000002
41	5	4	-0.217671
40	5	3	0.10132200000000001
39	5	2	0.21772199999999997
38	5	1	-5.714897000000001
37	4	9	-1.511891
36	4	8	-4.284278
35	4	7	-3.3040239999999996
34	4	6	-6.3553690000000005
33	4	5	-5.278987
32	4	4	-6.40804
31	4	3	-18.574409
30	4	2	-13.006675
29	4	1	-46.871532
28	3	10	2.524213
27	3	9	8.660028
26	3	8	-2.473959
25	3	7	19.036903
24	3	6	-0.25794
23	3	5	5.719403
22	3	4	0.965208
21	3	3	15.932458999999998
20	3	2	6.747773
19	3	1	5.601304
18	2	13	-0.389447
17	2	12	-2.176181
16	2	11	-2.049458
15	2	10	-1.069633
14	2	9	-1.4237540000000002
13	2	8	-1.892924
12	2	7	-1.7020099999999998
11	2	6	-0.912608
10	2	5	-0.6784020000000001
9	2	4	-0.070719
8	2	3	0.335992
7	2	2	-0.9279629999999999
6	2	1	-0.43810200000000005
5	1	6	2.8656900000000003
4	1	5	1.561841
3	1	4	-0.093173
2	1	3	-0.40915300000000004
1	1	2	3.581429
0	1	1	-1.553074
