	k	i	s
90	10	6	1.598599
89	10	5	-0.09679300000000013
88	10	4	0.839375
87	10	3	1.637075
86	10	2	4.757848999999999
85	10	1	3.194043
84	9	9	5.969037
83	9	8	2.590617
82	9	7	2.776783
81	9	6	7.939797
80	9	5	6.840461
79	9	4	9.785129
78	9	3	17.442149999999998
77	9	2	6.150691999999999
76	9	1	-5.138980999999999
75	8	7	-2.165788
74	8	6	-1.1135629999999999
73	8	5	1.674652
72	8	4	0.410559
71	8	3	-0.625572
70	8	2	-1.863736
69	8	1	-4.7187730000000006
68	7	9	-1.0682129999999999
67	7	8	-1.124994
66	7	7	-1.872686
65	7	6	-2.187255
64	7	5	-1.2027299999999999
63	7	4	-2.286752
62	7	3	-3.618297
61	7	2	-4.74357
60	7	1	-9.670745
59	6	8	-2.4074869999999997
58	6	7	1.031996
57	6	6	-7.146826
56	6	5	-3.65947
55	6	4	-3.0731439999999997
54	6	3	-4.0446279999999994
53	6	2	-4.860436
52	6	1	-3.5646910000000003
51	5	14	-4.863746
50	5	13	-2.801239
49	5	12	-8.978953
48	5	11	-5.38311
47	5	10	-5.189995
46	5	9	-3.7114769999999995
45	5	8	-3.786557
44	5	7	-1.611205
43	5	6	-1.459074
42	5	5	-1.524628
41	5	4	-1.676927
40	5	3	-1.995386
39	5	2	-1.8887060000000002
38	5	1	-2.451108
37	4	9	15.907606
36	4	8	13.465971
35	4	7	28.101978000000003
34	4	6	26.465659999999996
33	4	5	29.253807000000002
32	4	4	21.467157
31	4	3	52.456393999999996
30	4	2	29.229845000000005
29	4	1	24.622944
28	3	10	-1.267815
27	3	9	8.254835000000002
26	3	8	-1.400325
25	3	7	17.597519000000002
24	3	6	11.154200999999999
23	3	5	7.2472710000000005
22	3	4	10.443899
21	3	3	17.524231
20	3	2	26.075571000000004
19	3	1	8.797823
18	2	13	1.430152
17	2	12	3.135686
16	2	11	2.6412419999999996
15	2	10	1.378066
14	2	9	0.881656
13	2	8	0.677474
12	2	7	0.6780520000000001
11	2	6	-1.222366
10	2	5	-1.235883
9	2	4	0.665168
8	2	3	0.71315
7	2	2	1.821648
6	2	1	2.720136
5	1	6	0.776071
4	1	5	1.072359
3	1	4	1.230428
2	1	3	1.2503090000000001
1	1	2	9.415979
0	1	1	2.589849
