	k	i	s
90	10	6	-0.628336
89	10	5	-0.5553140000000001
88	10	4	-2.891046
87	10	3	-0.8870319999999999
86	10	2	-0.8445959999999999
85	10	1	-2.547593
84	9	9	1.7908490000000001
83	9	8	0.8680329999999999
82	9	7	1.0041209999999998
81	9	6	-2.259515
80	9	5	3.7641739999999997
79	9	4	-1.872191
78	9	3	4.398683999999999
77	9	2	-2.718918
76	9	1	-0.510877
75	8	7	-0.315197
74	8	6	-1.814562
73	8	5	-2.872795
72	8	4	1.019446
71	8	3	-1.577285
70	8	2	0.9158139999999999
69	8	1	-4.204472
68	7	9	-1.568011
67	7	8	-2.9552419999999997
66	7	7	-4.300424
65	7	6	-2.257838
64	7	5	-1.2404709999999999
63	7	4	-1.0317100000000001
62	7	3	-1.026618
61	7	2	-2.317026
60	7	1	-0.756685
59	6	8	-0.436629
58	6	7	-3.7324980000000005
57	6	6	-2.9619310000000003
56	6	5	-1.917443
55	6	4	-1.729757
54	6	3	-5.542648000000001
53	6	2	-8.381378999999999
52	6	1	-12.74708
51	5	14	-1.716191
50	5	13	-0.24419200000000002
49	5	12	1.622544
48	5	11	0.276285
47	5	10	1.003013
46	5	9	0.49254799999999993
45	5	8	0.820523
44	5	7	1.124072
43	5	6	1.607593
42	5	5	1.3813549999999999
41	5	4	2.267895
40	5	3	2.279243
39	5	2	4.294167
38	5	1	4.09553
37	4	9	4.282175
36	4	8	3.3971
35	4	7	2.837205
34	4	6	15.267354000000001
33	4	5	12.077603
32	4	4	28.694138000000002
31	4	3	15.966475
30	4	2	23.146618
29	4	1	4.762521
28	3	10	-5.389684
27	3	9	20.592897
26	3	8	4.462
25	3	7	8.545268
24	3	6	-2.183604
23	3	5	0.9225530000000001
22	3	4	-6.434352
21	3	3	8.802139
20	3	2	-0.9158100000000005
19	3	1	5.271835
18	2	13	-0.355085
17	2	12	0.8867940000000001
16	2	11	0.695764
15	2	10	-0.713449
14	2	9	-0.8192
13	2	8	-1.042033
12	2	7	-1.0243790000000002
11	2	6	-2.764681
10	2	5	-2.747415
9	2	4	-2.9185
8	2	3	-2.439277
7	2	2	-0.091309
6	2	1	0.385916
5	1	6	-1.880537
4	1	5	-2.064559
3	1	4	-5.741866
2	1	3	0.123878
1	1	2	2.965609
0	1	1	-22.072657
