	k	i	s
90	10	6	-1.478927
89	10	5	-1.627257
88	10	4	-1.7122490000000001
87	10	3	-1.317768
86	10	2	-2.366398
85	10	1	-0.9420219999999999
84	9	9	2.220567
83	9	8	0.767234
82	9	7	0.524721
81	9	6	2.62858
80	9	5	3.158208
79	9	4	3.838479
78	9	3	2.136914
77	9	2	1.1281889999999999
76	9	1	2.00558
75	8	7	0.696792
74	8	6	-0.467384
73	8	5	0.269696
72	8	4	0.164638
71	8	3	-0.9249870000000001
70	8	2	-1.265454
69	8	1	-1.4302290000000002
68	7	9	-2.422309
67	7	8	-1.482033
66	7	7	-1.936291
65	7	6	-1.7081380000000002
64	7	5	-0.970994
63	7	4	-1.1577790000000001
62	7	3	-2.117579
61	7	2	-1.370195
60	7	1	-3.073816
59	6	8	-4.445563
58	6	7	-4.510688
57	6	6	-4.4277940000000005
56	6	5	-1.920432
55	6	4	-2.931787
54	6	3	-4.22613
53	6	2	-5.108505
52	6	1	-10.918339999999999
51	5	14	-1.991168
50	5	13	-3.236647
49	5	12	-4.679498000000001
48	5	11	-3.7194239999999996
47	5	10	-2.146188
46	5	9	-2.19962
45	5	8	-1.3357
44	5	7	-1.509615
43	5	6	0.321176
42	5	5	0.14563299999999998
41	5	4	-0.314651
40	5	3	-0.384468
39	5	2	0.122232
38	5	1	0.142458
37	4	9	3.4512129999999996
36	4	8	11.592794
35	4	7	12.610741
34	4	6	11.520497
33	4	5	28.848562
32	4	4	4.997502
31	4	3	3.461236
30	4	2	4.08441
29	4	1	-6.966807000000001
28	3	10	-1.294059
27	3	9	-4.000647
26	3	8	-3.74565
25	3	7	-4.95413
24	3	6	-2.237705
23	3	5	1.1042100000000001
22	3	4	-1.794631
21	3	3	0.968601
20	3	2	-2.625227
19	3	1	-6.602867
18	2	13	-1.56544
17	2	12	-3.9081639999999997
16	2	11	-2.435634
15	2	10	-1.180607
14	2	9	-1.1141020000000001
13	2	8	-1.259706
12	2	7	-0.9913770000000001
11	2	6	-1.2427979999999998
10	2	5	-1.428297
9	2	4	-1.523815
8	2	3	-1.564984
7	2	2	-1.848553
6	2	1	-3.332
5	1	6	5.332718
4	1	5	7.306322
3	1	4	6.438242
2	1	3	5.144544000000001
1	1	2	28.995059
0	1	1	11.661873
