	k	i	s
90	10	6	-0.9307
89	10	5	-0.881743
88	10	4	-1.499757
87	10	3	-1.241283
86	10	2	-1.839621
85	10	1	-2.1181919999999996
84	9	9	1.7955150000000002
83	9	8	4.60441
82	9	7	5.193257
81	9	6	3.3490019999999996
80	9	5	3.58316
79	9	4	3.817479
78	9	3	8.547507
77	9	2	1.312508
76	9	1	1.137524
75	8	7	0.872762
74	8	6	-0.646961
73	8	5	-0.46167299999999994
72	8	4	0.7534329999999999
71	8	3	-0.912647
70	8	2	-0.378752
69	8	1	-1.183293
68	7	9	-1.619163
67	7	8	-2.69653
66	7	7	-2.063184
65	7	6	-0.811126
64	7	5	0.46959700000000004
63	7	4	0.766455
62	7	3	4.020201
61	7	2	3.934559
60	7	1	2.935298
59	6	8	-1.548347
58	6	7	-3.080174
57	6	6	-3.672705
56	6	5	-1.98072
55	6	4	-4.432911
54	6	3	-3.185659
53	6	2	-6.182778
52	6	1	-12.7746
51	5	14	-0.204792
50	5	13	0.45372299999999993
49	5	12	-0.072701
48	5	11	0.246285
47	5	10	1.064517
46	5	9	1.0837780000000001
45	5	8	1.408736
44	5	7	1.6704419999999998
43	5	6	1.4813120000000002
42	5	5	1.7232919999999998
41	5	4	3.3714779999999998
40	5	3	3.283386
39	5	2	3.8811120000000003
38	5	1	3.909432
37	4	9	2.508762
36	4	8	3.652798
35	4	7	5.328473000000001
34	4	6	21.745461
33	4	5	31.24975
32	4	4	22.844348999999998
31	4	3	5.586843
30	4	2	10.999286999999999
29	4	1	-4.66131
28	3	10	-4.926330999999999
27	3	9	8.798812999999999
26	3	8	1.120692
25	3	7	7.3411539999999995
24	3	6	4.083089
23	3	5	3.139132
22	3	4	8.043814999999999
21	3	3	9.147534
20	3	2	11.361744
19	3	1	4.238812
18	2	13	-1.8763919999999998
17	2	12	-2.475011
16	2	11	-2.927962
15	2	10	-4.155378
14	2	9	-4.640531
13	2	8	-4.54058
12	2	7	-4.575737
11	2	6	-4.3017959999999995
10	2	5	-4.1387480000000005
9	2	4	-4.079978
8	2	3	-3.667994
7	2	2	-1.391756
6	2	1	-1.368257
5	1	6	-1.67953
4	1	5	-1.3654540000000002
3	1	4	-0.750563
2	1	3	-4.048601000000001
1	1	2	-3.309738
0	1	1	0.500872
