	k	i	s
90	10	6	-1.9225759999999998
89	10	5	-1.842786
88	10	4	-2.798416
87	10	3	-1.437894
86	10	2	-1.3658370000000002
85	10	1	-2.308566
84	9	9	7.6741660000000005
83	9	8	1.210407
82	9	7	1.293974
81	9	6	1.928157
80	9	5	4.7640910000000005
79	9	4	2.660905
78	9	3	3.1895729999999998
77	9	2	0.656539
76	9	1	0.938509
75	8	7	-0.027255
74	8	6	0.48201900000000003
73	8	5	0.24162600000000004
72	8	4	6.629804999999999
71	8	3	0.28670999999999996
70	8	2	1.243479
69	8	1	1.067394
68	7	9	-1.496731
67	7	8	-1.673545
66	7	7	-1.5337809999999998
65	7	6	-0.504037
64	7	5	0.28465799999999997
63	7	4	-0.048643000000000214
62	7	3	2.796495
61	7	2	-0.592194
60	7	1	-2.115595
59	6	8	3.87075
58	6	7	19.056165999999997
57	6	6	16.357428
56	6	5	7.178364999999999
55	6	4	6.872478
54	6	3	5.654572
53	6	2	3.081555
52	6	1	6.82855
51	5	14	1.7679049999999998
50	5	13	3.276526
49	5	12	4.552614
48	5	11	2.765677
47	5	10	2.33336
46	5	9	2.198156
45	5	8	0.635065
44	5	7	0.506839
43	5	6	-0.698
42	5	5	-0.680012
41	5	4	-0.15575999999999998
40	5	3	-0.044913999999999996
39	5	2	-0.5459729999999999
38	5	1	-0.7911
37	4	9	-4.232235
36	4	8	-3.752938
35	4	7	-3.669428
34	4	6	-7.1182
33	4	5	-6.229986
32	4	4	-3.548514
31	4	3	-11.382230999999999
30	4	2	-5.8574
29	4	1	-27.048815
28	3	10	-1.799288
27	3	9	-2.03983
26	3	8	-2.073372
25	3	7	1.435062
24	3	6	3.821571
23	3	5	2.576405
22	3	4	2.3915990000000003
21	3	3	16.32521
20	3	2	7.238637
19	3	1	6.3987
18	2	13	-0.44969499999999996
17	2	12	-0.664261
16	2	11	-0.754706
15	2	10	-2.002487
14	2	9	-2.206057
13	2	8	-1.48164
12	2	7	-1.39237
11	2	6	-2.732222
10	2	5	-2.526999
9	2	4	-4.336754
8	2	3	-4.22607
7	2	2	-1.128594
6	2	1	-0.41641000000000006
5	1	6	0.060555
4	1	5	-0.686928
3	1	4	-3.2938980000000004
2	1	3	-2.695026
1	1	2	1.305509
0	1	1	-6.161486
