k	j	i	s	
10	116	6	0.453904	
10	115	6	2.745813	
10	114	5	1.539691	
10	113	5	4.810508	
10	112	4	4.240330	
10	111	4	0.172751	
10	110	3	0.680533	
10	109	3	-3.458216	
10	108	2	0.738475	
10	107	2	-2.261373	
10	106	1	0.527801	
9	106	9	-0.279074	
9	105	9	2.057357	
9	104	8	0.294169	
9	103	8	7.853253	
9	102	7	8.130644	
9	101	6	11.886357	
9	100	5	4.755536	
9	100	4	4.202546	
9	99	3	14.975839	
9	98	2	14.178538	
9	97	2	8.706815	
9	97	1	9.820186	
8	97	7	2.212079	
8	96	6	-0.174167	
8	95	6	-0.138994	
8	94	5	2.512990	
8	93	5	4.032511	
8	92	4	4.075407	
8	91	4	5.871799	
8	90	3	5.625406	
8	89	2	2.627100	
8	89	1	2.654692	
7	89	9	-0.922531	
7	88	8	-1.511475	
7	88	7	-0.848005	
7	87	6	-0.730303	
7	87	5	0.184429	
7	86	4	2.173197	
7	85	3	3.037549	
7	84	2	4.737754	
7	83	2	-0.694575	
7	82	1	0.412569	
6	82	8	-0.437977	
6	81	8	0.338693	
6	80	7	-3.268272	
6	79	7	-4.261235	
6	78	6	-4.294578	
6	77	6	-1.580998	
6	76	5	-4.765289	
6	75	5	1.503474	
6	74	4	2.867589	
6	73	4	4.168367	
6	72	3	8.004148	
6	71	3	6.791076	
6	70	2	4.172118	
6	70	1	4.031236	
5	70	14	3.097997	
5	69	13	1.916517	
5	69	12	2.095687	
5	68	11	3.518458	
5	68	10	3.622730	
5	67	9	3.506091	
5	67	8	3.536704	
5	66	7	5.885135	
5	66	6	5.992208	
5	65	5	5.802828	
5	65	4	5.811557	
5	64	3	12.904189	
5	63	3	10.170430	
5	62	2	3.984684	
5	62	1	4.323831	
4	62	9	2.686239	
4	61	8	3.411917	
4	61	7	4.647316	
4	60	6	12.292508	
4	59	5	14.385539	
4	58	4	9.357141	
4	57	4	1.114192	
4	56	3	-8.374003	
4	55	3	15.156841	
4	54	2	-6.270520	
4	54	1	-8.753441	
3	54	10	-0.033197	
3	53	9	-3.510492	
3	53	8	-3.580357	
3	52	7	-4.324149	
3	52	6	-3.783901	
3	51	5	-2.310371	
3	51	4	-7.219771	
3	50	3	-5.724609	
3	50	2	-6.673270	
3	49	1	-18.026365	
2	49	13	-3.823750	
2	49	12	-3.880254	
2	48	11	-2.696992	
2	48	10	-3.137232	
2	47	9	-1.776637	
2	47	8	-1.919098	
2	46	7	-1.959335	
2	46	6	-1.919316	
2	45	5	-1.393672	
2	45	4	-1.676640	
2	44	3	-2.720574	
2	44	2	-3.067863	
2	43	1	0.671000	
1	43	6	4.587955	
1	43	5	6.593903	
1	42	4	-1.526764	
1	42	3	-1.466659	
1	41	2	26.247549	
1	40	1	-1.752486	
