k	j	i	s	
10	137	6	-2.210571	
10	137	5	-1.841587	
10	136	4	-2.431773	
10	136	3	-2.240174	
10	135	2	-0.222689	
10	134	1	0.637518	
9	134	9	3.703545	
9	133	9	9.700889	
9	132	8	6.983998	
9	131	7	11.874733	
9	130	6	3.248111	
9	130	5	3.054891	
9	129	4	11.236585	
9	128	3	10.458803	
9	127	2	6.586662	
9	127	1	7.626288	
8	127	7	4.979152	
8	126	6	1.128064	
8	125	6	5.553399	
8	124	5	0.253163	
8	123	5	3.258626	
8	122	4	5.158841	
8	121	4	4.683087	
8	120	3	5.857955	
8	119	3	6.787124	
8	118	2	8.652162	
8	117	2	5.347488	
8	117	1	5.612079	
7	117	9	0.304394	
7	116	8	0.714518	
7	116	7	1.791129	
7	115	6	0.685325	
7	115	5	1.518864	
7	114	4	5.947444	
7	113	3	9.289089	
7	112	2	7.861077	
7	111	2	6.632964	
7	110	1	1.177731	
6	110	8	0.754051	
6	109	8	-2.814317	
6	108	7	-0.017232	
6	107	7	0.653009	
6	106	6	0.129563	
6	105	6	7.113299	
6	104	5	3.840541	
6	103	4	7.097785	
6	102	3	5.062693	
6	101	3	5.855190	
6	100	2	8.829457	
6	99	2	3.816118	
6	99	1	4.676947	
5	99	14	2.323639	
5	98	13	2.300546	
5	98	12	2.579394	
5	97	11	4.097208	
5	97	10	4.107574	
5	96	9	8.363856	
5	95	9	4.304754	
5	95	8	4.268902	
5	94	7	5.408970	
5	94	6	5.421845	
5	93	5	11.483890	
5	92	4	13.489708	
5	91	3	11.209433	
5	90	2	13.189104	
5	89	2	4.799050	
5	89	1	5.115408	
4	89	9	2.882610	
4	88	8	3.062235	
4	88	7	7.190204	
4	87	6	17.169426	
4	86	5	15.079647	
4	85	4	9.128394	
4	84	3	0.711246	
4	84	2	0.128631	
4	83	1	-10.322721	
3	83	10	-1.018330	
3	83	9	-2.762136	
3	82	8	-1.375879	
3	82	7	2.791376	
3	81	6	-7.541490	
3	80	5	5.051856	
3	79	5	-4.304572	
3	78	4	4.138534	
3	77	4	0.178031	
3	77	3	-0.878114	
3	76	2	9.270905	
3	75	2	1.274252	
3	74	1	3.265280	
2	74	13	4.849533	
2	73	12	1.343372	
2	73	11	1.414308	
2	72	10	0.594354	
2	72	9	0.493353	
2	71	8	-0.016517	
2	71	7	0.268774	
2	70	6	0.848897	
2	70	5	1.321567	
2	69	4	0.936143	
2	69	3	1.517644	
2	68	2	2.464764	
2	67	1	-2.303843	
1	67	6	4.985622	
1	67	5	5.013117	
1	66	4	14.451785	
1	65	3	11.024387	
1	64	2	14.236454	
1	63	2	7.959384	
1	62	1	5.670823	
