k	j	i	s	
10	177	6	-0.047357	
10	177	5	-0.144003	
10	176	4	0.699009	
10	176	3	0.750918	
10	175	2	1.086620	
10	175	1	1.085541	
9	175	9	3.650760	
9	174	8	9.017086	
9	173	7	5.221368	
9	173	6	4.790427	
9	172	5	4.617484	
9	172	4	3.864567	
9	171	3	15.197627	
9	170	2	10.223469	
9	169	2	7.193246	
9	169	1	9.031656	
8	169	7	2.659478	
8	168	6	-0.503882	
8	167	6	-1.790280	
8	166	5	3.981683	
8	165	5	2.342879	
8	164	4	5.385253	
8	163	4	1.140419	
8	163	3	0.993395	
8	162	2	3.090860	
8	162	1	1.431546	
7	162	9	1.365905	
7	161	8	0.527951	
7	161	7	0.735559	
7	160	6	3.915911	
7	159	5	4.583272	
7	158	4	2.914109	
7	157	3	6.690877	
7	156	2	6.991009	
7	155	2	4.683537	
7	154	1	4.482629	
6	154	8	2.213252	
6	153	8	3.423073	
6	152	7	-2.269141	
6	151	7	2.552848	
6	150	6	3.749890	
6	149	6	9.392506	
6	148	5	10.652853	
6	147	4	9.060072	
6	146	3	7.778008	
6	145	2	6.745315	
6	145	1	5.510189	
5	145	14	4.151943	
5	144	13	4.471437	
5	144	12	4.818876	
5	143	11	4.714056	
5	143	10	4.699530	
5	142	9	4.884082	
5	142	8	5.014445	
5	141	7	9.988499	
5	140	6	9.619613	
5	139	5	12.718049	
5	138	4	11.594886	
5	137	4	11.107340	
5	136	3	12.224075	
5	135	3	12.555027	
5	134	2	5.521322	
5	134	1	5.653831	
4	134	9	3.565763	
4	133	8	3.037236	
4	133	7	5.975029	
4	132	6	19.718447	
4	131	5	20.892252	
4	130	4	15.815879	
4	129	3	29.648964	
4	128	2	7.134117	
4	127	2	3.595017	
4	127	1	11.408781	
3	127	10	-1.294843	
3	126	9	-5.873934	
3	125	9	7.377603	
3	124	8	-5.608062	
3	123	7	10.114908	
3	123	6	2.846642	
3	122	5	2.646217	
3	122	4	0.062262	
3	121	3	0.663131	
3	121	2	3.546017	
3	120	1	3.307539	
2	120	13	1.114119	
2	120	12	-0.524000	
2	119	11	1.595358	
2	119	10	1.574913	
2	118	9	1.314129	
2	118	8	1.071083	
2	117	7	3.085483	
2	117	6	3.199577	
2	116	5	1.685948	
2	116	4	2.134100	
2	115	3	3.305118	
2	115	2	4.192565	
2	114	1	3.291689	
1	114	6	6.040801	
1	114	5	8.703151	
1	113	4	13.118711	
1	113	3	9.043867	
1	112	2	26.650684	
1	111	2	30.479971	
1	110	1	16.277855	
