k	j	i	s	
10	114	6	3.511027	
10	113	6	1.611085	
10	112	5	2.239598	
10	111	5	2.778710	
10	110	4	3.083690	
10	109	4	2.277409	
10	108	3	0.339080	
10	107	3	-2.845156	
10	106	2	-0.703403	
10	105	2	-3.958075	
10	104	1	-0.707604	
9	104	9	-1.073018	
9	103	9	-0.859567	
9	102	8	-2.093065	
9	101	8	-1.219169	
9	100	7	-0.080272	
9	99	7	6.083647	
9	98	6	6.861417	
9	97	6	4.082335	
9	97	5	3.650114	
9	96	4	10.125472	
9	95	3	13.361276	
9	94	2	14.987967	
9	93	2	4.944909	
9	93	1	6.119677	
8	93	7	1.608831	
8	92	6	5.191996	
8	91	5	6.766458	
8	90	4	7.830463	
8	89	4	8.129371	
8	88	3	8.057028	
8	87	2	3.391678	
8	87	1	2.347463	
7	87	9	2.917985	
7	86	8	2.289000	
7	86	7	2.264292	
7	85	6	7.707321	
7	84	5	7.333628	
7	83	4	10.027616	
7	82	3	10.657369	
7	81	3	5.698556	
7	80	2	7.073910	
7	79	2	0.586391	
7	78	1	-7.525645	
6	78	8	-3.196936	
6	77	8	13.589385	
6	76	7	11.327930	
6	75	6	16.802608	
6	74	5	12.763236	
6	73	4	19.131855	
6	72	3	17.215508	
6	71	2	10.399116	
6	71	1	10.173675	
5	71	14	3.599626	
5	70	13	4.435804	
5	70	12	5.076064	
5	69	11	5.282757	
5	69	10	5.479097	
5	68	9	6.082833	
5	68	8	6.114846	
5	67	7	5.859647	
5	67	6	6.013293	
5	66	5	10.972879	
5	65	5	10.337590	
5	64	4	11.325650	
5	63	4	11.647042	
5	62	3	12.114278	
5	61	3	10.663977	
5	60	2	10.774363	
5	59	2	3.637510	
5	59	1	4.011089	
4	59	9	2.108962	
4	58	8	7.166039	
4	57	7	4.670695	
4	57	6	3.228800	
4	56	5	20.578833	
4	55	5	18.956974	
4	54	4	10.591754	
4	53	3	61.494938	
4	52	2	9.116667	
4	51	2	9.879808	
4	51	1	29.121866	
3	51	10	-0.094509	
3	50	9	-4.325404	
3	49	9	33.096554	
3	48	8	-5.582824	
3	47	7	35.903805	
3	46	6	-0.968855	
3	45	5	0.376739	
3	45	4	-1.372465	
3	44	3	-1.247129	
3	44	2	-0.910475	
3	43	1	-2.062611	
2	43	13	-1.777014	
2	43	12	-0.923782	
2	42	11	-1.363828	
2	42	10	-1.519821	
2	41	9	-1.059313	
2	41	8	-1.354981	
2	40	7	-1.927596	
2	40	6	-1.734704	
2	39	5	-2.956715	
2	39	4	-2.716488	
2	38	3	-1.954861	
2	38	2	-1.766710	
2	37	1	-1.895403	
1	37	6	2.189659	
1	37	5	1.693249	
1	36	4	40.158550	
1	35	3	4.604555	
1	34	2	40.189407	
1	33	1	1.847449	
