k	j	i	s	
10	84	6	-2.444947	
10	84	5	-2.581083	
10	83	4	-1.605217	
10	83	3	-1.843832	
10	82	2	-1.102240	
10	82	1	-1.019860	
9	82	9	2.222919	
9	81	8	4.952243	
9	80	7	4.588641	
9	80	6	4.470408	
9	79	5	1.939863	
9	79	4	2.566894	
9	78	3	11.767071	
9	77	3	6.318709	
9	76	2	6.059101	
9	76	1	6.980594	
8	76	7	2.728066	
8	75	6	1.300861	
8	74	5	2.152263	
8	73	5	3.186228	
8	72	4	2.144429	
8	71	4	1.874555	
8	70	3	-0.102216	
8	70	2	-0.120363	
8	69	1	-1.476056	
7	69	9	-2.255216	
7	69	8	-1.313903	
7	68	7	-0.932012	
7	68	6	-0.381893	
7	67	5	-2.093065	
7	66	4	-2.261081	
7	65	4	-1.504065	
7	65	3	-1.766939	
7	64	2	1.052491	
7	63	2	-3.958447	
7	62	1	-0.353445	
6	62	8	0.893178	
6	61	8	-0.992412	
6	60	7	3.048852	
6	59	7	9.782139	
6	58	6	12.891536	
6	57	5	15.505161	
6	56	4	15.402463	
6	55	3	17.303589	
6	54	2	16.386408	
6	53	2	7.723534	
6	53	1	8.184752	
5	53	14	4.907713	
5	52	13	5.689269	
5	52	12	6.090654	
5	51	11	7.081434	
5	51	10	7.366697	
5	50	9	7.840747	
5	50	8	7.954946	
5	49	7	15.234976	
5	48	6	15.065346	
5	47	6	15.584447	
5	46	5	16.546858	
5	45	5	16.686161	
5	44	4	17.115145	
5	43	4	16.101988	
5	42	3	15.969442	
5	41	3	16.120625	
5	40	2	14.150061	
5	39	2	6.594001	
5	39	1	6.562735	
4	39	9	3.960063	
4	38	8	4.240722	
4	38	7	7.792600	
4	37	6	16.452677	
4	36	5	33.988739	
4	35	4	30.320910	
4	34	3	41.185162	
4	33	2	30.096033	
4	32	1	34.077618	
3	32	10	-3.176518	
3	31	9	19.072968	
3	30	8	-6.412604	
3	29	7	26.468374	
3	28	6	0.278925	
3	27	5	-2.278666	
3	27	4	-1.133149	
3	26	3	-4.312222	
3	25	2	0.397700	
3	24	1	-3.248645	
2	24	13	-1.827797	
2	24	12	-2.807256	
2	23	11	-1.221847	
2	23	10	-1.036609	
2	22	9	-2.566209	
2	22	8	-2.604411	
2	21	7	-1.676893	
2	21	6	-1.287126	
2	20	5	-1.638852	
2	20	4	-1.326279	
2	19	3	-0.510114	
2	19	2	0.028605	
2	18	1	-7.038910	
1	18	6	4.882094	
1	18	5	3.460109	
1	17	4	22.687500	
1	16	3	6.732770	
1	15	3	10.848457	
1	14	2	6.165369	
1	13	2	5.787344	
1	12	1	-0.657823	
