k	j	i	s	
10	160	6	2.251112	
10	159	6	2.634320	
10	158	5	2.775521	
10	157	5	3.680413	
10	156	4	6.287355	
10	155	4	3.025306	
10	154	3	5.445371	
10	153	3	2.100108	
10	152	2	1.702689	
10	151	2	-0.781397	
10	150	1	0.442817	
9	150	9	-2.281250	
9	149	9	-0.117112	
9	148	8	-3.695668	
9	147	8	-0.157267	
9	146	7	2.409122	
9	145	7	5.831485	
9	144	6	9.850204	
9	143	5	4.761359	
9	143	4	3.504171	
9	142	3	13.039666	
9	141	3	12.866121	
9	140	2	11.955738	
9	139	2	5.200075	
9	139	1	6.255958	
8	139	7	2.397152	
8	138	6	0.394999	
8	137	5	6.233866	
8	136	4	2.430505	
8	135	4	5.646167	
8	134	3	2.739580	
8	133	2	1.064745	
8	133	1	0.315537	
7	133	9	-1.110133	
7	132	8	-0.860992	
7	132	7	-0.330627	
7	131	6	-0.050326	
7	131	5	0.230118	
7	130	4	-0.299971	
7	129	4	-0.823379	
7	128	3	-0.504218	
7	127	3	0.826946	
7	126	2	-3.216103	
7	125	2	-2.976621	
7	124	1	-7.926488	
6	124	8	0.453949	
6	123	8	7.970018	
6	122	7	10.230474	
6	121	6	13.718503	
6	120	5	9.004391	
6	119	4	15.623684	
6	118	3	12.203308	
6	117	2	8.455975	
6	117	1	7.773846	
5	117	14	4.401880	
5	116	13	5.436191	
5	116	12	5.531849	
5	115	11	6.504550	
5	115	10	6.552272	
5	114	9	12.859411	
5	113	9	6.447192	
5	113	8	6.428090	
5	112	7	14.049516	
5	111	7	14.226373	
5	110	6	15.340231	
5	109	6	15.506473	
5	108	5	15.334595	
5	107	5	14.742987	
5	106	4	15.453729	
5	105	4	16.169655	
5	104	3	15.757570	
5	103	3	16.921326	
5	102	2	15.884385	
5	101	2	6.403580	
5	101	1	6.457772	
4	101	9	3.937156	
4	100	8	4.244157	
4	100	7	9.791860	
4	99	6	10.690605	
4	99	5	7.160306	
4	98	4	22.849682	
4	97	4	12.974619	
4	96	3	9.437482	
4	95	3	46.158012	
4	94	2	-5.682229	
4	93	2	-2.747888	
4	93	1	17.930737	
3	93	10	-3.487141	
3	92	9	2.388727	
3	91	9	17.763039	
3	90	8	-4.216636	
3	89	7	32.402462	
3	88	6	-1.595373	
3	87	5	-0.283397	
3	87	4	-3.340938	
3	86	3	-0.313786	
3	86	2	-0.835744	
3	85	1	-4.804089	
2	85	13	-0.920001	
2	85	12	-3.830126	
2	84	11	-3.555159	
2	84	10	-4.178222	
2	83	9	-4.518763	
2	83	8	-4.726203	
2	82	7	-3.874126	
2	82	6	-3.967675	
2	81	5	-4.161566	
2	81	4	-3.980691	
2	80	3	-3.526437	
2	80	2	-2.700529	
2	79	1	-7.592659	
1	79	6	0.681977	
1	79	5	3.647028	
1	78	4	-4.179135	
1	78	3	-5.900667	
1	77	2	17.807148	
1	76	1	-12.665922	
