k	j	i	s	
10	75	6	-1.094807	
10	75	5	-1.286639	
10	74	4	-1.507897	
10	74	3	-1.344285	
10	73	2	-0.240340	
10	73	1	-0.160448	
9	73	9	2.110718	
9	72	8	4.404328	
9	71	7	2.167084	
9	71	6	2.254391	
9	70	5	6.363590	
9	69	4	6.351556	
9	68	3	9.768038	
9	67	3	2.307642	
9	66	2	9.108872	
9	65	2	1.697594	
9	64	1	0.374532	
8	64	7	3.460955	
8	63	6	1.998879	
8	63	5	2.871223	
8	62	4	5.306962	
8	61	3	3.579063	
8	60	2	1.339577	
8	60	1	1.155532	
7	60	9	-1.314148	
7	59	8	-1.495772	
7	59	7	-0.997687	
7	58	6	-1.003634	
7	58	5	-0.471283	
7	57	4	2.600352	
7	56	3	3.370652	
7	55	3	-3.082223	
7	54	2	3.513816	
7	53	2	-2.390711	
7	52	1	-1.417525	
6	52	8	4.095901	
6	51	8	5.538524	
6	50	7	0.879700	
6	49	7	8.222719	
6	48	6	4.815038	
6	47	5	6.723615	
6	46	4	4.641712	
6	45	3	10.664536	
6	44	2	7.599562	
6	43	2	3.816121	
6	43	1	4.358762	
5	43	14	2.923030	
5	42	13	2.567393	
5	41	12	6.127578	
5	40	11	3.519483	
5	40	10	3.499593	
5	39	9	4.980330	
5	39	8	4.967713	
5	38	7	5.159530	
5	38	6	5.185887	
5	37	5	12.224052	
5	36	4	11.790487	
5	35	4	12.046016	
5	34	3	13.101637	
5	33	3	12.884387	
5	32	2	5.023643	
5	32	1	5.316535	
4	32	9	2.477786	
4	31	8	3.278473	
4	31	7	6.176804	
4	30	6	24.801916	
4	29	5	32.314121	
4	28	4	28.197714	
4	27	3	19.249332	
4	26	2	21.176775	
4	25	1	13.426669	
3	25	10	1.723985	
3	24	9	10.577665	
3	23	9	-1.526717	
3	23	8	-2.368166	
3	22	7	22.044153	
3	21	6	3.281245	
3	20	5	11.014726	
3	19	4	7.735845	
3	18	3	8.600203	
3	17	3	-4.003016	
3	16	2	2.417862	
3	16	1	6.597212	
2	16	13	0.139956	
2	15	12	-1.416076	
2	15	11	-1.233798	
2	14	10	-0.634399	
2	14	9	-1.256287	
2	13	8	-1.922491	
2	13	7	-1.845973	
2	12	6	-2.602243	
2	12	5	-2.688884	
2	11	4	-2.985952	
2	11	3	-2.709423	
2	10	2	-0.699625	
2	10	1	-0.362750	
1	10	6	-6.521129	
1	9	5	-3.329025	
1	9	4	-3.968466	
1	8	3	-7.892724	
1	8	2	-5.757623	
1	7	1	-10.248797	
