k	j	i	s	
10	92	6	0.401010	
10	91	5	-0.042100	
10	91	4	-0.037561	
10	90	3	2.929132	
10	89	3	3.076127	
10	88	2	3.627015	
10	87	2	1.473788	
10	87	1	1.657802	
9	87	9	2.166463	
9	86	8	2.082788	
9	85	8	4.617887	
9	84	7	6.657016	
9	83	6	6.922988	
9	82	5	7.683207	
9	81	5	7.159568	
9	80	4	7.128593	
9	79	4	5.522724	
9	78	3	1.592167	
9	77	3	1.309876	
9	76	2	0.392485	
9	75	2	2.015396	
9	74	1	2.888779	
8	74	7	3.550360	
8	73	7	0.153629	
8	72	6	-1.825965	
8	71	6	-0.102836	
8	70	5	-4.055970	
8	69	4	-2.699449	
8	68	3	-4.712180	
8	67	3	-3.434456	
8	66	2	-4.835998	
8	65	1	-5.730272	
7	65	9	-5.427129	
7	65	8	-6.044407	
7	64	7	-6.208839	
7	64	6	-5.742946	
7	63	5	-3.988013	
7	63	4	-4.087476	
7	62	3	-5.372699	
7	62	2	-5.078109	
7	61	1	-6.560661	
6	61	8	0.252506	
6	60	7	0.429419	
6	60	6	-0.293667	
6	59	5	4.536895	
6	58	4	6.630403	
6	57	4	2.206532	
6	56	3	1.414803	
6	56	2	0.194469	
6	55	1	-1.669986	
5	55	14	-0.355949	
5	55	13	-0.553183	
5	54	12	0.338774	
5	54	11	1.195158	
5	53	10	4.809772	
5	52	9	5.798162	
5	51	8	4.143322	
5	50	7	3.373693	
5	49	6	3.265790	
5	48	5	4.161342	
5	47	5	6.188170	
5	46	4	8.252749	
5	45	4	9.374887	
5	44	3	10.160210	
5	43	3	11.397971	
5	42	2	5.579836	
5	42	1	5.809347	
4	42	9	3.190444	
4	41	8	4.205863	
4	41	7	6.234253	
4	40	6	10.835569	
4	39	6	3.917866	
4	39	5	0.867096	
4	38	4	4.969535	
4	38	3	-2.065640	
4	37	2	4.627271	
4	36	1	-2.376314	
3	36	10	-1.366491	
3	35	9	3.472439	
3	35	8	0.672539	
3	34	7	-0.398160	
3	33	7	2.274009	
3	32	6	0.516057	
3	31	6	5.406554	
3	30	5	7.060470	
3	29	5	3.920891	
3	28	4	5.462355	
3	27	3	4.046151	
3	26	2	4.006700	
3	26	1	3.895020	
2	26	13	2.063210	
2	25	12	1.670991	
2	25	11	1.748054	
2	24	10	1.902795	
2	24	9	1.541579	
2	23	8	1.059129	
2	23	7	1.045097	
2	22	6	0.770255	
2	22	5	0.999256	
2	21	4	0.176198	
2	21	3	0.595414	
2	20	2	1.327268	
2	20	1	1.312666	
1	20	6	-3.619891	
1	19	5	1.888557	
1	19	4	5.162899	
1	18	3	9.694103	
1	17	2	15.445484	
1	16	1	7.823509	
