k	j	i	s	
10	185	6	-1.301538	
10	184	5	-1.333692	
10	184	4	-1.500812	
10	183	3	-1.606741	
10	183	2	-1.628708	
10	182	1	-1.596267	
9	182	9	-0.717506	
9	181	8	1.545799	
9	180	7	3.046556	
9	179	6	3.209425	
9	178	5	2.205869	
9	177	4	3.320971	
9	176	3	3.561954	
9	175	3	-2.023521	
9	174	2	2.262903	
9	173	2	-2.550471	
9	172	1	3.460160	
8	172	7	6.401714	
8	171	7	3.030087	
8	170	6	1.003851	
8	169	6	0.222420	
8	168	5	-2.203985	
8	167	5	-3.399211	
8	166	4	-1.393725	
8	165	4	-4.299777	
8	164	3	-1.885350	
8	163	3	-4.030559	
8	162	2	-2.039043	
8	161	2	-3.650289	
8	160	1	-2.052200	
7	160	9	-2.463054	
7	160	8	-4.081543	
7	159	7	-2.295064	
7	159	6	-3.044699	
7	158	5	-4.064575	
7	158	4	-2.246806	
7	157	3	-1.381293	
7	157	2	-2.310218	
7	156	1	1.564349	
6	156	8	2.937163	
6	155	8	2.816667	
6	154	7	4.289471	
6	153	7	-0.685035	
6	152	6	0.362212	
6	151	6	2.338048	
6	150	5	5.729095	
6	149	5	8.215079	
6	148	4	9.585505	
6	147	3	11.111250	
6	146	2	14.968838	
6	145	2	5.632274	
6	145	1	7.041806	
5	145	14	0.809822	
5	144	13	0.201023	
5	144	12	0.510504	
5	143	11	1.869090	
5	143	10	1.935780	
5	142	9	2.491478	
5	142	8	2.511383	
5	141	7	2.857472	
5	141	6	3.023435	
5	140	5	7.420150	
5	139	4	7.694648	
5	138	3	7.928755	
5	137	3	8.621606	
5	136	2	4.436341	
5	136	1	4.507808	
4	136	9	1.129193	
4	135	8	3.069247	
4	135	7	4.784023	
4	134	6	-0.684812	
4	134	5	-5.961426	
4	133	4	5.212395	
4	133	3	-4.423158	
4	132	2	-20.329153	
4	131	2	2.362982	
4	130	1	-28.890593	
3	130	10	5.390576	
3	129	9	18.549494	
3	128	8	0.606172	
3	127	7	19.093859	
3	126	6	1.116236	
3	125	6	1.786637	
3	124	5	-0.400782	
3	123	4	6.149187	
3	122	3	3.304614	
3	121	2	4.720780	
3	121	1	3.861208	
2	121	13	-0.621764	
2	120	12	-2.780893	
2	120	11	-2.379810	
2	119	10	-1.302527	
2	119	9	-1.387909	
2	118	8	-2.813260	
2	118	7	-2.544654	
2	117	6	-2.300114	
2	117	5	-1.976652	
2	116	4	-3.185787	
2	116	3	-2.432319	
2	115	2	2.453093	
2	114	1	-2.863020	
1	114	6	-5.136368	
1	114	5	-5.357269	
1	113	4	10.950569	
1	112	3	-13.913345	
1	111	2	4.604460	
1	110	1	-18.645008	
