k	j	i	s	
10	157	6	0.033555	
10	156	5	-0.243743	
10	156	4	-0.218496	
10	155	3	-1.238345	
10	155	2	-1.279729	
10	154	1	-0.893575	
9	154	9	-0.388566	
9	153	9	-0.332326	
9	152	8	2.290475	
9	151	7	-0.746982	
9	150	6	-0.190194	
9	149	5	-0.169906	
9	148	4	0.131974	
9	147	3	0.700348	
9	146	2	2.009566	
9	145	2	-1.290373	
9	144	1	-0.817896	
8	144	7	-0.826342	
8	143	7	-1.248122	
8	142	6	-4.029520	
8	141	6	-1.777258	
8	140	5	-0.775519	
8	139	5	0.021369	
8	138	4	-1.795758	
8	137	4	-3.470078	
8	136	3	-1.912042	
8	135	3	-2.135121	
8	134	2	-3.234036	
8	133	2	-5.891009	
8	132	1	-7.314570	
7	132	9	-6.056439	
7	131	9	-5.833342	
7	130	8	-3.095660	
7	129	7	-1.534687	
7	129	6	-1.724560	
7	128	5	-1.944463	
7	128	4	-1.564786	
7	127	3	0.485054	
7	127	2	-0.914935	
7	126	1	0.014148	
6	126	8	3.450631	
6	125	8	5.034183	
6	124	7	-0.247015	
6	123	7	2.995993	
6	122	6	-0.999800	
6	121	6	-1.007207	
6	120	5	2.069325	
6	119	5	5.152104	
6	118	4	6.246284	
6	117	4	6.222737	
6	116	3	10.333050	
6	115	3	11.221605	
6	114	2	13.501262	
6	113	2	5.861961	
6	113	1	6.893354	
5	113	14	1.704633	
5	112	13	1.304257	
5	112	12	1.463886	
5	111	11	2.735018	
5	111	10	2.838664	
5	110	9	3.163534	
5	110	8	3.160501	
5	109	7	7.478235	
5	108	6	7.748708	
5	107	6	8.555200	
5	106	5	8.650878	
5	105	5	9.577919	
5	104	4	10.999400	
5	103	4	10.760895	
5	102	3	11.868139	
5	101	3	11.397222	
5	100	2	5.725253	
5	100	1	5.625136	
4	100	9	2.941011	
4	99	8	6.151870	
4	98	7	7.334165	
4	98	6	6.431715	
4	97	5	12.345244	
4	96	4	24.517061	
4	95	3	25.619844	
4	94	2	23.040766	
4	93	2	-6.383794	
4	93	1	11.845373	
3	93	10	1.491279	
3	92	9	-2.585549	
3	91	9	21.316011	
3	90	8	6.020196	
3	89	7	26.527784	
3	88	6	0.397561	
3	88	5	1.360025	
3	87	4	-1.143219	
3	87	3	0.156756	
3	86	2	3.632033	
3	86	1	2.229566	
2	86	13	0.739442	
2	85	12	0.063661	
2	85	11	-0.014062	
2	84	10	0.321056	
2	84	9	0.106126	
2	83	8	0.382955	
2	83	7	0.493083	
2	82	6	-0.057107	
2	82	5	0.221977	
2	81	4	-0.362252	
2	81	3	-0.005992	
2	80	2	0.600842	
2	79	2	1.106245	
2	78	1	-1.335692	
1	78	6	-1.103717	
1	78	5	-1.005517	
1	77	4	8.868054	
1	76	3	-9.744870	
1	75	3	6.495943	
1	75	2	5.625671	
1	74	1	-11.007320	
