k	j	i	s	
10	128	6	0.262925	
10	128	5	0.396959	
10	127	4	0.778623	
10	127	3	1.040318	
10	126	2	0.377241	
10	126	1	0.434932	
9	126	9	0.490411	
9	125	8	2.422781	
9	125	7	2.824268	
9	124	6	3.131807	
9	123	5	1.866733	
9	123	4	1.268268	
9	122	3	4.658418	
9	121	3	9.277234	
9	120	2	4.836999	
9	119	2	2.039382	
9	118	1	-4.849076	
8	118	7	-9.450633	
8	117	7	4.111430	
8	116	6	2.334002	
8	115	5	2.214339	
8	114	4	2.441704	
8	114	3	1.689347	
8	113	2	1.290405	
8	113	1	0.824837	
7	113	9	1.739095	
7	112	8	1.952163	
7	112	7	2.658853	
7	111	6	1.170191	
7	111	5	1.451001	
7	110	4	7.271212	
7	109	4	1.697298	
7	108	3	6.621115	
7	107	3	1.608428	
7	106	2	2.110493	
7	105	2	-4.161934	
7	104	1	3.242639	
6	104	8	-1.441545	
6	103	8	-0.633447	
6	102	7	-2.036328	
6	101	7	-1.390645	
6	100	6	3.306899	
6	99	5	0.767714	
6	99	4	0.050618	
6	98	3	-0.536297	
6	98	2	-1.430008	
6	97	1	-2.938047	
5	97	14	4.045136	
5	96	13	4.064222	
5	95	12	2.298615	
5	95	11	1.714761	
5	94	10	2.087935	
5	94	9	2.139657	
5	93	8	3.175645	
5	93	7	3.202679	
5	92	6	2.541898	
5	92	5	2.312837	
5	91	4	3.076622	
5	91	3	2.875030	
5	90	2	3.030030	
5	90	1	2.658136	
4	90	9	1.868647	
4	89	8	2.346530	
4	88	7	3.594321	
4	88	6	3.382688	
4	87	5	13.213028	
4	86	4	17.743349	
4	85	3	39.009975	
4	84	2	24.891155	
4	83	2	-14.123741	
4	83	1	19.042765	
3	83	10	-1.620859	
3	82	9	-3.040340	
3	81	9	10.030457	
3	81	8	-1.344608	
3	80	7	0.050934	
3	80	6	0.326141	
3	79	5	-1.200815	
3	79	4	-2.642391	
3	78	3	3.528821	
3	78	2	3.726009	
3	77	1	2.995888	
2	77	13	2.352702	
2	77	12	1.898754	
2	76	11	1.583591	
2	76	10	2.156769	
2	75	9	1.883545	
2	75	8	1.780758	
2	74	7	1.999244	
2	74	6	2.010815	
2	73	5	-0.221713	
2	73	4	-0.244353	
2	72	3	0.657844	
2	72	2	0.984896	
2	71	1	4.309618	
1	71	6	4.807646	
1	71	5	9.659835	
1	70	4	-1.440935	
1	70	3	1.866277	
1	69	2	39.458275	
1	68	1	0.873783	
