k	j	i	s	
10	130	6	-1.734053	
10	130	5	-1.596644	
10	129	4	-1.588027	
10	129	3	-1.477864	
10	128	2	-0.893871	
10	128	1	-0.481605	
9	128	9	0.256370	
9	127	8	2.649972	
9	127	7	2.935178	
9	126	6	4.328032	
9	125	5	3.004584	
9	124	4	4.807753	
9	123	4	4.300084	
9	123	3	4.267636	
9	122	2	3.561885	
9	121	2	2.714272	
9	121	1	3.161762	
8	121	7	1.644010	
8	120	6	-5.944340	
8	119	6	-5.668374	
8	118	5	-4.439712	
8	117	5	-5.383938	
8	116	4	-3.965113	
8	115	4	-4.349533	
8	114	3	-7.126595	
8	113	2	-6.176660	
8	112	1	-7.086278	
7	112	9	-2.985765	
7	112	8	-2.310937	
7	111	7	-3.710651	
7	111	6	-3.113633	
7	110	5	-4.027120	
7	109	5	-3.641440	
7	109	4	-4.614612	
7	108	3	-1.953894	
7	107	3	-1.030602	
7	106	2	0.618618	
7	105	2	-0.390947	
7	105	1	2.187427	
6	105	8	0.212131	
6	104	7	-0.438188	
6	103	7	5.923312	
6	102	6	8.052457	
6	101	5	6.281383	
6	100	4	5.094178	
6	100	3	4.142416	
6	99	2	3.290961	
6	99	1	1.794499	
5	99	14	3.308968	
5	98	13	6.301940	
5	98	12	6.253605	
5	97	11	11.285028	
5	96	10	7.512915	
5	96	9	7.321872	
5	95	8	6.481788	
5	95	7	6.506916	
5	94	6	8.296485	
5	94	5	8.380807	
5	93	4	6.926529	
5	93	3	6.968359	
5	92	2	7.284508	
5	92	1	7.318429	
4	92	9	3.490737	
4	91	8	3.051527	
4	91	7	2.108752	
4	90	6	14.894036	
4	89	6	9.100427	
4	88	5	7.985471	
4	87	5	4.418754	
4	87	4	3.157802	
4	86	3	38.787468	
4	85	2	16.570320	
4	84	1	32.649052	
3	84	10	-1.192813	
3	83	10	-2.497188	
3	82	9	26.285839	
3	81	8	1.663103	
3	80	7	14.902556	
3	80	6	2.748873	
3	79	5	1.607756	
3	79	4	3.472237	
3	78	3	3.193534	
3	78	2	5.352844	
3	77	1	6.258370	
2	77	13	2.508189	
2	77	12	1.877496	
2	76	11	1.231674	
2	76	10	1.105151	
2	75	9	0.645778	
2	75	8	0.315051	
2	74	7	-1.827003	
2	74	6	-1.858938	
2	73	5	-2.856189	
2	73	4	-2.721273	
2	72	3	-1.794291	
2	72	2	-1.772355	
2	71	1	-3.795421	
1	71	6	-3.653759	
1	71	5	-0.791844	
1	70	4	-2.947700	
1	70	3	0.232010	
1	69	2	-4.438092	
1	68	1	-5.198539	
