k	j	i	s	
10	116	6	-0.690127	
10	116	5	-0.589860	
10	115	4	-1.948751	
10	115	3	-1.344712	
10	114	2	-1.385287	
10	113	1	-2.905454	
9	113	9	2.314994	
9	112	8	2.514241	
9	112	7	2.807489	
9	111	6	5.421840	
9	110	5	2.770179	
9	109	5	1.638311	
9	108	4	2.380638	
9	107	3	4.973515	
9	106	2	4.619514	
9	105	2	1.931157	
9	104	1	-3.670233	
8	104	7	-11.162790	
8	103	6	0.261916	
8	102	5	-4.129808	
8	101	5	-3.516589	
8	100	4	-1.287292	
8	99	4	1.722485	
8	98	3	1.208362	
8	97	3	1.102324	
8	96	2	1.542871	
8	95	2	2.593693	
8	94	1	0.317790	
7	94	9	3.165864	
7	93	9	3.374753	
7	92	8	4.272242	
7	91	7	5.858116	
7	90	6	8.875351	
7	89	5	8.380455	
7	88	4	7.875603	
7	87	3	9.552759	
7	86	2	10.451224	
7	85	2	15.070171	
7	84	1	4.653409	
6	84	8	-0.829172	
6	83	8	3.253476	
6	82	7	-6.114120	
6	81	7	-1.338582	
6	80	6	-0.083617	
6	79	6	3.313890	
6	78	5	12.432293	
6	77	5	11.413062	
6	76	4	15.305103	
6	75	3	16.342598	
6	74	2	9.736973	
6	74	1	8.775237	
5	74	14	3.167355	
5	73	13	3.798810	
5	73	12	4.335942	
5	72	11	5.058260	
5	72	10	5.120059	
5	71	9	4.399092	
5	71	8	4.436152	
5	70	7	4.514970	
5	70	6	4.758635	
5	69	5	5.264417	
5	69	4	5.243396	
5	68	3	10.009104	
5	67	2	4.989958	
5	67	1	4.880247	
4	67	9	2.935309	
4	66	8	4.311041	
4	66	7	7.483589	
4	65	6	26.884291	
4	64	5	14.812043	
4	63	5	16.349979	
4	62	4	3.799318	
4	61	3	4.130820	
4	61	2	6.331774	
4	60	1	-17.750710	
3	60	10	-2.934820	
3	60	9	-4.906614	
3	59	8	-2.709795	
3	59	7	5.905037	
3	58	6	-4.994341	
3	57	5	0.120547	
3	57	4	-1.252023	
3	56	3	-4.606624	
3	56	2	-4.062581	
3	55	1	-11.942719	
2	55	13	-1.316159	
2	54	12	-2.048113	
2	53	11	0.197962	
2	53	10	-0.753825	
2	52	9	0.146170	
2	52	8	0.097564	
2	51	7	0.053003	
2	51	6	-0.118743	
2	50	5	-0.520054	
2	50	4	-1.205609	
2	49	3	0.407485	
2	49	2	-0.572725	
2	48	1	-4.954694	
1	48	6	7.949229	
1	47	6	4.935297	
1	47	5	4.413980	
1	46	4	19.730459	
1	45	4	18.412188	
1	45	3	16.946383	
1	44	2	22.550873	
1	43	2	38.653736	
1	42	1	12.611522	
