k	j	i	s	
10	119	6	1.617227	
10	119	5	1.639427	
10	118	4	-0.107477	
10	118	3	0.245503	
10	117	2	3.232974	
10	117	1	2.750441	
9	117	9	3.131602	
9	116	8	1.618762	
9	116	7	1.679174	
9	115	6	1.118081	
9	115	5	0.782543	
9	114	4	0.288065	
9	114	3	-0.306432	
9	113	2	-0.065684	
9	113	1	0.237093	
8	113	7	-2.409447	
8	112	6	-2.453359	
8	112	5	-1.593242	
8	111	4	-1.103587	
8	111	3	-0.285854	
8	110	2	1.859056	
8	109	2	-0.429432	
8	108	1	-0.690492	
7	108	9	1.540036	
7	107	9	1.334937	
7	106	8	5.134007	
7	105	8	1.722474	
7	105	7	1.598234	
7	104	6	7.997347	
7	103	6	6.412552	
7	102	5	2.814335	
7	102	4	2.313096	
7	101	3	8.498960	
7	100	2	10.031811	
7	99	2	6.365070	
7	98	1	3.368893	
6	98	8	4.848533	
6	97	8	3.434488	
6	96	7	0.188535	
6	95	7	3.513456	
6	94	6	-0.083801	
6	93	6	10.422938	
6	92	5	5.205521	
6	91	4	5.766713	
6	90	3	7.051950	
6	89	2	4.508309	
6	89	1	3.225407	
5	89	14	1.635539	
5	88	13	3.150015	
5	88	12	3.533061	
5	87	11	6.574036	
5	86	10	3.719132	
5	86	9	3.545117	
5	85	8	4.472012	
5	85	7	4.563393	
5	84	6	4.446802	
5	84	5	4.637394	
5	83	4	5.524753	
5	83	3	5.426999	
5	82	2	3.774929	
5	82	1	3.715193	
4	82	9	3.569273	
4	81	8	6.120380	
4	80	7	15.605340	
4	79	6	9.914977	
4	78	5	18.444538	
4	77	4	12.328051	
4	76	3	0.034596	
4	76	2	2.102025	
4	75	1	-2.827463	
3	75	10	-2.033754	
3	75	9	-5.533019	
3	74	8	-0.833607	
3	74	7	7.088147	
3	73	6	-2.567267	
3	73	5	-2.686717	
3	72	4	10.331784	
3	71	4	-2.134325	
3	71	3	-2.781430	
3	70	2	4.366297	
3	70	1	3.537080	
2	70	13	2.058105	
2	69	12	-0.218567	
2	69	11	-0.052915	
2	68	10	4.519004	
2	67	10	4.238944	
2	66	9	7.214885	
2	65	8	3.136542	
2	65	7	3.031219	
2	64	6	3.603887	
2	64	5	3.576718	
2	63	4	2.706850	
2	63	3	2.738932	
2	62	2	2.763895	
2	62	1	2.947958	
1	62	6	3.542056	
1	61	5	16.308374	
1	60	4	26.403896	
1	59	3	22.876999	
1	58	2	31.183338	
1	57	2	13.051396	
1	56	1	12.797890	
