k	j	i	s	
10	83	6	-2.212239	
10	82	5	0.547890	
10	82	4	0.089333	
10	81	3	-0.382648	
10	81	2	-0.726985	
10	80	1	-1.145410	
9	80	9	-2.500933	
9	80	8	-3.028302	
9	79	7	-2.398262	
9	79	6	-1.933206	
9	78	5	-2.715180	
9	78	4	-2.252140	
9	77	3	-0.569694	
9	77	2	0.153266	
9	76	1	-2.820649	
8	76	7	-2.234088	
8	76	6	-1.690841	
8	75	5	-2.932250	
8	75	4	-2.908721	
8	74	3	-2.348530	
8	74	2	-2.257693	
8	73	1	-9.605429	
7	73	9	-2.923729	
7	73	8	-4.151569	
7	72	7	-4.339209	
7	72	6	-4.644732	
7	71	5	-4.111277	
7	71	4	-4.766901	
7	70	3	-5.216204	
7	70	2	-4.374598	
7	69	1	-9.406701	
6	69	8	-0.451381	
6	69	7	0.387910	
6	68	6	1.133564	
6	68	5	2.100361	
6	67	4	4.021696	
6	66	3	3.272304	
6	65	2	1.757793	
6	65	1	1.349599	
5	65	14	0.729273	
5	64	13	0.757918	
5	64	12	1.080109	
5	63	11	0.226106	
5	62	10	2.264872	
5	61	10	1.678617	
5	60	9	0.744004	
5	59	9	-1.141650	
5	59	8	-1.163943	
5	58	7	-3.367218	
5	57	7	-1.721596	
5	56	6	2.126382	
5	56	5	1.924148	
5	55	4	1.623839	
5	55	3	1.553718	
5	54	2	0.359767	
5	54	1	0.371382	
4	54	9	0.956051	
4	53	8	8.652305	
4	52	7	0.509659	
4	52	6	-5.402003	
4	51	5	4.920491	
4	51	4	-4.659452	
4	50	3	-14.796874	
4	50	2	-11.541579	
4	49	1	-72.000481	
3	49	10	-1.072558	
3	49	9	16.063173	
3	48	8	3.729384	
3	47	7	39.474491	
3	46	6	6.797633	
3	46	5	8.217238	
3	45	4	9.755631	
3	44	3	16.117872	
3	43	2	3.899444	
3	43	1	4.901697	
2	43	13	1.440579	
2	42	12	1.473407	
2	42	11	1.102222	
2	41	10	0.464034	
2	41	9	0.120014	
2	40	8	0.572449	
2	40	7	0.572402	
2	39	6	0.188707	
2	39	5	0.319886	
2	38	4	0.482933	
2	38	3	0.584202	
2	37	2	-0.728514	
2	37	1	-0.306955	
1	37	6	-0.693546	
1	36	5	-0.790541	
1	36	4	-0.420116	
1	35	3	16.234247	
1	34	2	3.044163	
1	33	2	13.574745	
1	32	1	-1.148310	
