k	j	i	s	
10	93	6	4.007819	
10	92	5	0.381124	
10	91	5	3.338081	
10	90	4	-2.852451	
10	89	4	-1.282323	
10	88	3	-2.284461	
10	87	3	-2.290297	
10	86	2	0.095085	
10	85	2	-2.157945	
10	84	1	-3.762916	
9	84	9	-2.376137	
9	84	8	-3.633396	
9	83	7	-4.321455	
9	83	6	-5.325418	
9	82	5	-3.941589	
9	82	4	-4.010942	
9	81	3	-5.935899	
9	81	2	-4.174958	
9	80	1	-6.717990	
8	80	7	-2.802427	
8	79	7	-0.630179	
8	79	6	-1.367268	
8	78	5	-1.142587	
8	78	4	-2.817822	
8	77	3	-3.443229	
8	77	2	-3.405923	
8	76	1	-1.935737	
7	76	9	-1.197707	
7	76	8	-0.344095	
7	75	7	-1.808335	
7	75	6	-0.827885	
7	74	5	-1.180175	
7	74	4	-0.158030	
7	73	3	2.702003	
7	72	2	5.904831	
7	71	2	0.255660	
7	70	1	4.889561	
6	70	8	-2.343654	
6	69	8	-1.017960	
6	68	7	6.234932	
6	67	6	3.365077	
6	67	5	1.279139	
6	66	4	2.420885	
6	66	3	-0.180707	
6	65	2	-1.276889	
6	65	1	-1.766023	
5	65	14	2.603426	
5	64	13	3.883631	
5	64	12	3.716304	
5	63	11	2.184840	
5	63	10	1.926696	
5	62	9	2.367739	
5	62	8	2.302330	
5	61	7	2.660676	
5	61	6	2.589927	
5	60	5	3.384036	
5	60	4	3.373183	
5	59	3	2.953368	
5	59	2	2.919671	
5	58	1	4.254740	
4	58	9	1.725561	
4	58	8	2.402879	
4	57	7	6.133813	
4	57	6	6.148685	
4	56	5	10.881193	
4	55	5	3.295993	
4	54	4	-4.693019	
4	53	4	-8.513217	
4	52	3	-25.059141	
4	51	3	24.979029	
4	50	2	-17.375631	
4	49	2	-7.883711	
4	49	1	12.985311	
3	49	10	-0.764976	
3	48	9	1.751698	
3	47	9	34.013134	
3	46	8	-2.484382	
3	45	7	19.097622	
3	45	6	9.225672	
3	44	5	4.389469	
3	44	4	9.449645	
3	43	3	16.097454	
3	42	2	8.392513	
3	42	1	10.214513	
2	42	13	1.545482	
2	41	12	-0.584186	
2	41	11	-0.467614	
2	40	10	-1.121241	
2	40	9	-1.451590	
2	39	8	-1.733069	
2	39	7	-1.637995	
2	38	6	-1.981094	
2	38	5	-1.683643	
2	37	4	-1.411643	
2	37	3	-0.852804	
2	36	2	-1.107832	
2	36	1	-0.521381	
1	36	6	1.586287	
1	35	5	6.555575	
1	35	4	12.379313	
1	34	3	1.169263	
1	33	2	26.230999	
1	32	1	-2.982879	
