k	j	i	s	
10	92	6	3.559413	
10	92	5	3.772756	
10	91	4	-11.928414	
10	90	3	1.032137	
10	90	2	0.312074	
10	89	1	-9.790184	
9	89	9	-3.214895	
9	88	8	-3.964856	
9	87	7	-1.315150	
9	86	6	-2.142603	
9	86	5	-2.359011	
9	85	4	0.116221	
9	85	3	1.048775	
9	84	2	-7.842942	
9	83	2	-2.218807	
9	82	1	0.095883	
8	82	7	-0.226163	
8	82	6	-0.521362	
8	81	5	-2.731660	
8	81	4	-2.739593	
8	80	3	0.564000	
8	80	2	0.171315	
8	79	1	-8.504594	
7	79	9	-2.051910	
7	79	8	-2.812627	
7	78	7	-2.236895	
7	78	6	-1.864929	
7	77	5	-3.180054	
7	77	4	-2.195017	
7	76	3	-0.674029	
7	76	2	-1.364999	
7	75	1	-0.019474	
6	75	8	-0.140799	
6	74	7	-3.584779	
6	74	6	-3.198473	
6	73	5	-1.206248	
6	73	4	-1.038254	
6	72	3	-2.208133	
6	72	2	-1.825672	
6	71	1	-2.887702	
5	71	14	2.074188	
5	70	13	0.771498	
5	69	13	-1.820410	
5	68	12	0.929335	
5	67	11	4.312329	
5	66	10	6.180790	
5	65	10	5.053751	
5	64	9	6.285595	
5	63	9	5.732459	
5	62	8	6.936171	
5	61	8	9.186149	
5	60	7	10.578206	
5	59	6	11.516747	
5	58	5	11.577882	
5	57	5	10.626882	
5	56	4	6.084089	
5	55	4	7.255764	
5	54	3	6.746758	
5	53	3	11.905601	
5	52	2	5.805341	
5	51	2	3.798963	
5	51	1	3.886102	
4	51	9	-0.484346	
4	50	8	-3.737040	
4	50	7	-4.849490	
4	49	6	-4.168447	
4	49	5	-0.149086	
4	48	4	2.170029	
4	48	3	3.412437	
4	47	2	-8.306217	
4	46	1	8.336504	
3	46	10	2.010798	
3	45	10	-4.789294	
3	44	9	22.772705	
3	43	8	2.344861	
3	42	7	13.479568	
3	42	6	6.973455	
3	41	5	5.138088	
3	41	4	7.629707	
3	40	3	6.550687	
3	40	2	4.818709	
3	39	1	16.584948	
2	39	13	0.955213	
2	39	12	-1.451520	
2	38	11	-0.330136	
2	38	10	-1.132485	
2	37	9	-1.139456	
2	37	8	-1.418762	
2	36	7	-1.616696	
2	36	6	-1.401283	
2	35	5	-1.803506	
2	35	4	-1.367692	
2	34	3	-1.487528	
2	34	2	-0.425308	
2	33	1	-0.395563	
1	33	6	0.721806	
1	33	5	4.590315	
1	32	4	-1.896603	
1	32	3	-0.401919	
1	31	2	23.747566	
1	30	1	-2.565413	
