k	j	i	s	
10	103	6	-0.193901	
10	103	5	0.397433	
10	102	4	-3.096272	
10	102	3	-3.166164	
10	101	2	1.282229	
10	100	1	-6.737292	
9	100	9	-0.538642	
9	100	8	-1.028936	
9	99	7	-2.529384	
9	99	6	-3.540891	
9	98	5	-1.442600	
9	98	4	-0.811602	
9	97	3	-3.527776	
9	97	2	-2.985607	
9	96	1	-0.035234	
8	96	7	0.134660	
8	95	7	-2.329397	
8	95	6	-3.516931	
8	94	5	-2.317175	
8	94	4	-2.185911	
8	93	3	-5.221698	
8	92	2	-3.594467	
8	91	1	-7.881999	
7	91	9	-3.447444	
7	91	8	-4.459292	
7	90	7	-4.197707	
7	90	6	-3.521776	
7	89	5	-3.050378	
7	89	4	-2.821003	
7	88	3	-5.154343	
7	87	3	-2.350518	
7	86	2	-0.071037	
7	85	2	-1.769251	
7	84	1	-1.062523	
6	84	8	-2.810038	
6	83	8	-2.132664	
6	82	7	-2.733352	
6	81	6	-0.574939	
6	80	5	-1.191467	
6	79	5	-1.859352	
6	78	4	-0.228640	
6	77	3	0.818946	
6	76	2	0.332170	
6	76	1	0.375814	
5	76	14	0.417158	
5	75	13	1.379931	
5	74	12	1.844074	
5	73	12	3.655858	
5	72	11	1.172551	
5	72	10	1.270058	
5	71	9	3.232707	
5	70	8	2.038232	
5	69	8	1.695060	
5	69	7	1.599958	
5	68	6	2.965733	
5	67	5	2.253260	
5	66	4	1.106280	
5	65	4	0.595726	
5	64	3	3.192836	
5	63	3	5.864402	
5	62	2	3.138290	
5	61	1	1.920070	
4	61	9	-0.456367	
4	61	8	-3.754325	
4	60	7	16.785315	
4	59	7	4.915610	
4	59	6	0.829489	
4	58	5	-1.888301	
4	58	4	-1.428182	
4	57	3	-23.308571	
4	57	2	-18.985867	
4	56	1	-59.445087	
3	56	10	3.944150	
3	56	9	16.993971	
3	55	8	14.572632	
3	54	7	42.029083	
3	53	6	4.959528	
3	53	5	7.400305	
3	52	4	17.350035	
3	51	3	15.147635	
3	50	2	7.088050	
3	50	1	9.412700	
2	50	13	3.584769	
2	49	12	3.785241	
2	49	11	3.984947	
2	48	10	3.167074	
2	48	9	2.836737	
2	47	8	2.023929	
2	47	7	2.234167	
2	46	6	2.489925	
2	46	5	2.822331	
2	45	4	2.086287	
2	45	3	2.341111	
2	44	2	2.299582	
2	44	1	2.741963	
1	44	6	0.422931	
1	43	5	3.680754	
1	43	4	6.055503	
1	42	3	14.812574	
1	41	3	7.974105	
1	40	2	15.390032	
1	39	1	6.348199	
