k	j	i	s	
10	75	6	-3.546950	
10	74	5	-0.891126	
10	74	4	-1.320128	
10	73	3	-1.669531	
10	73	2	-1.487839	
10	72	1	-3.253538	
9	72	9	-2.024228	
9	72	8	-2.419549	
9	71	7	-4.104787	
9	71	6	-3.399734	
9	70	5	-2.979815	
9	70	4	-1.827736	
9	69	3	-4.802669	
9	68	2	-0.446186	
9	67	2	-4.792256	
9	66	1	-2.723129	
8	66	7	-6.410636	
8	65	7	-2.841688	
8	65	6	-3.612870	
8	64	5	-2.895829	
8	64	4	-3.304272	
8	63	3	-3.379051	
8	63	2	-4.127547	
8	62	1	-8.230757	
7	62	9	-2.308073	
7	62	8	-2.888494	
7	61	7	-3.753885	
7	61	6	-5.215989	
7	60	5	-4.269245	
7	60	4	-3.848677	
7	59	3	-2.679117	
7	59	2	-2.275803	
7	58	1	-2.481302	
6	58	8	0.524153	
6	57	8	-0.463483	
6	56	7	-1.010715	
6	56	6	-1.264724	
6	55	5	-0.608372	
6	55	4	-1.471518	
6	54	3	-1.766863	
6	54	2	-3.048608	
6	53	1	-2.954129	
5	53	14	3.461812	
5	52	13	1.691244	
5	52	12	1.574987	
5	51	11	3.300858	
5	50	10	0.599611	
5	50	9	0.480631	
5	49	8	0.205675	
5	49	7	-0.133270	
5	48	6	-1.057892	
5	48	5	-1.186959	
5	47	4	0.131855	
5	47	3	0.198762	
5	46	2	1.473441	
5	46	1	0.965630	
4	46	9	-4.183672	
4	45	8	-1.006094	
4	45	7	3.551606	
4	44	6	7.651076	
4	43	5	-4.254780	
4	43	4	2.937988	
4	42	3	22.652199	
4	41	2	4.204458	
4	40	1	49.095631	
3	40	10	6.848383	
3	39	10	-0.551261	
3	38	9	26.746563	
3	37	8	1.758317	
3	36	7	41.215790	
3	35	6	4.860628	
3	35	5	7.192207	
3	34	4	6.599308	
3	34	3	7.198389	
3	33	2	5.630973	
3	33	1	4.672930	
2	33	13	-1.647262	
2	32	12	-2.038297	
2	32	11	-2.890862	
2	31	10	-2.405755	
2	31	9	-3.096094	
2	30	8	-3.914725	
2	30	7	-4.112364	
2	29	6	-3.971508	
2	29	5	-3.905175	
2	28	4	-3.377255	
2	28	3	-3.295261	
2	27	2	-3.246516	
2	27	1	-2.504130	
1	27	6	-0.358783	
1	26	5	-0.444844	
1	26	4	5.298281	
1	25	3	1.530889	
1	24	2	13.982037	
1	23	1	3.292079	
