k	j	i	s	
10	75	6	-0.089749	
10	75	5	0.641187	
10	74	4	-2.254503	
10	74	3	-1.975325	
10	73	2	-3.435146	
10	72	1	-2.163304	
9	72	9	-2.755298	
9	72	8	-3.663963	
9	71	7	-1.405742	
9	71	6	-0.899645	
9	70	5	-3.126957	
9	70	4	-2.992176	
9	69	3	-1.154385	
9	69	2	-2.359686	
9	68	1	-8.931421	
8	68	7	-5.214046	
8	67	7	-3.074719	
8	66	6	-4.423688	
8	65	5	-0.877852	
8	65	4	-1.893727	
8	64	3	-3.584266	
8	64	2	-2.734010	
8	63	1	-5.833223	
7	63	9	-2.777249	
7	63	8	-1.605101	
7	62	7	-3.898277	
7	62	6	-4.084472	
7	61	5	-2.430169	
7	61	4	-2.595320	
7	60	3	-3.669472	
7	60	2	-3.254267	
7	59	1	-6.422354	
6	59	8	-1.332989	
6	59	7	-0.844957	
6	58	6	1.675200	
6	57	6	2.527432	
6	56	5	5.041737	
6	55	4	2.207055	
6	55	3	1.411145	
6	54	2	1.587651	
6	54	1	1.258779	
5	54	14	2.845728	
5	53	13	5.563917	
5	52	12	7.429472	
5	51	12	8.302635	
5	50	11	3.529961	
5	50	10	3.590440	
5	49	9	-0.209221	
5	49	8	-0.193279	
5	48	7	1.656278	
5	47	6	0.408641	
5	47	5	0.252811	
5	46	4	4.924326	
5	45	3	2.098602	
5	45	2	2.178576	
5	44	1	3.334107	
4	44	9	-3.840708	
4	44	8	-7.767579	
4	43	7	-7.645283	
4	43	6	-6.505237	
4	42	5	-4.433855	
4	42	4	-2.790742	
4	41	3	9.812663	
4	40	2	-6.006368	
4	39	2	-6.056087	
4	39	1	7.161947	
3	39	10	-1.485142	
3	38	9	-8.260942	
3	37	9	17.728502	
3	36	8	2.501317	
3	35	7	10.936309	
3	35	6	7.409316	
3	34	5	5.321926	
3	34	4	10.270233	
3	33	3	15.787027	
3	32	2	9.123256	
3	32	1	9.568870	
2	32	13	3.057013	
2	31	12	1.057769	
2	31	11	1.055805	
2	30	10	1.444213	
2	30	9	1.018746	
2	29	8	0.683535	
2	29	7	0.935808	
2	28	6	1.024992	
2	28	5	1.474243	
2	27	4	1.067230	
2	27	3	1.822526	
2	26	2	1.276122	
2	26	1	2.171360	
1	26	6	0.807803	
1	25	5	4.186061	
1	24	4	10.995850	
1	23	4	10.343021	
1	23	3	7.355289	
1	22	2	6.486269	
1	21	2	17.666077	
1	20	1	-12.797209	
