k	j	i	s	
10	105	6	3.888173	
10	104	5	-0.896139	
10	103	4	4.877795	
10	102	3	-0.441402	
10	101	2	6.080917	
10	100	1	0.763840	
9	100	9	-1.194092	
9	100	8	-1.316941	
9	99	7	0.185145	
9	99	6	1.913078	
9	98	5	0.840273	
9	97	5	1.958791	
9	96	4	1.883669	
9	95	4	2.455642	
9	94	3	6.443601	
9	93	3	5.732142	
9	92	2	0.788905	
9	91	2	2.801243	
9	91	1	4.804558	
8	91	7	1.101976	
8	90	6	5.535039	
8	89	6	7.006253	
8	88	5	-0.479947	
8	87	5	-0.497242	
8	86	4	2.240526	
8	85	4	0.821081	
8	84	3	1.777805	
8	83	3	2.186390	
8	82	2	2.877043	
8	81	2	1.847239	
8	80	1	2.191323	
7	80	9	-2.127733	
7	79	8	-0.967704	
7	78	7	3.284265	
7	77	7	1.744414	
7	76	6	2.010791	
7	75	6	-2.885507	
7	74	5	-0.676278	
7	73	5	-2.992865	
7	72	4	0.443183	
7	71	4	-1.453606	
7	70	3	1.241931	
7	69	3	-0.942608	
7	68	2	6.935985	
7	67	2	5.979146	
7	66	1	7.730612	
6	66	8	10.122068	
6	65	8	7.921043	
6	64	7	9.791958	
6	63	6	15.363851	
6	62	5	9.735530	
6	61	4	11.494010	
6	60	3	10.681107	
6	59	3	9.902612	
6	58	2	4.648099	
6	58	1	6.104035	
5	58	14	0.757071	
5	57	13	2.069426	
5	57	12	2.447188	
5	56	11	2.338690	
5	56	10	2.405659	
5	55	9	2.132876	
5	55	8	2.277798	
5	54	7	2.660122	
5	54	6	2.675911	
5	53	5	6.504303	
5	52	4	6.440991	
5	51	4	9.440730	
5	50	3	10.173359	
5	49	3	9.870948	
5	48	2	4.052434	
5	48	1	4.072811	
4	48	9	2.883586	
4	47	8	4.341686	
4	47	7	7.742134	
4	46	6	14.505228	
4	45	5	16.361542	
4	44	4	7.458660	
4	43	4	6.882229	
4	42	3	7.969160	
4	41	3	66.980858	
4	40	2	9.218028	
4	39	2	0.627839	
4	39	1	33.590431	
3	39	10	-1.039124	
3	38	9	3.828297	
3	37	9	45.364346	
3	36	8	4.018484	
3	35	7	57.292324	
3	34	6	4.333405	
3	34	5	6.874710	
3	33	4	8.856674	
3	32	3	12.519918	
3	31	3	9.190248	
3	30	2	6.918943	
3	29	2	2.436952	
3	29	1	4.065619	
2	29	13	0.693590	
2	28	12	0.657681	
2	27	11	1.433362	
2	27	10	1.011164	
2	26	9	0.920323	
2	26	8	0.845953	
2	25	7	0.296078	
2	25	6	0.479020	
2	24	5	0.378386	
2	24	4	0.560430	
2	23	3	2.400244	
2	22	2	1.272253	
2	21	2	-0.151648	
2	20	1	-2.181583	
1	20	6	-0.688650	
1	20	5	0.099277	
1	19	4	18.730398	
1	18	3	11.480716	
1	17	3	9.365233	
1	16	2	16.580673	
1	15	1	6.627718	
