k	j	i	s	
10	103	6	2.556280	
10	102	5	0.944694	
10	101	5	0.486476	
10	100	4	0.815229	
10	99	4	3.146418	
10	98	3	2.667659	
10	97	3	3.995018	
10	96	2	4.242909	
10	95	2	2.411961	
10	94	1	3.327427	
9	94	9	1.322433	
9	93	9	0.117817	
9	93	8	-0.848840	
9	92	7	6.356891	
9	91	6	-0.427941	
9	90	5	8.320034	
9	89	5	6.254141	
9	88	4	4.010271	
9	87	4	5.233508	
9	86	3	3.627258	
9	85	3	9.968465	
9	84	2	9.738776	
9	83	2	2.204773	
9	82	1	5.979883	
8	82	7	0.018985	
8	81	7	-1.575880	
8	80	6	1.786850	
8	79	6	2.784746	
8	78	5	-1.997078	
8	77	5	-0.134876	
8	76	4	-0.095201	
8	75	4	0.562303	
8	74	3	-0.100253	
8	73	3	1.592668	
8	72	2	2.964047	
8	71	2	3.337438	
8	70	1	7.980063	
7	70	9	-0.395942	
7	69	8	-1.389011	
7	69	7	-0.288626	
7	68	6	1.397210	
7	67	6	-1.941569	
7	66	5	-4.591535	
7	65	5	-3.724738	
7	64	4	-2.722757	
7	63	4	1.705571	
7	62	3	-0.783912	
7	61	3	0.885973	
7	60	2	3.765527	
7	59	2	-1.078993	
7	58	1	1.989877	
6	58	8	11.692035	
6	57	8	11.037115	
6	56	7	9.049160	
6	55	6	16.434246	
6	54	5	7.156939	
6	53	4	10.854085	
6	52	3	9.081027	
6	51	2	7.809783	
6	51	1	6.840939	
5	51	14	1.044466	
5	50	13	1.477383	
5	50	12	1.996769	
5	49	11	2.571756	
5	49	10	2.681333	
5	48	9	2.374217	
5	48	8	2.463069	
5	47	7	2.715569	
5	47	6	2.830014	
5	46	5	5.936386	
5	45	4	6.681903	
5	44	3	7.491002	
5	43	3	7.787281	
5	42	2	7.593022	
5	41	2	3.009967	
5	41	1	3.159899	
4	41	9	1.000329	
4	40	8	4.783463	
4	39	7	4.312799	
4	38	6	1.018990	
4	37	6	2.297187	
4	36	5	-0.593183	
4	35	4	-2.340261	
4	34	3	-23.835384	
4	33	3	36.182121	
4	32	2	-22.582294	
4	31	2	1.556438	
4	31	1	20.035315	
3	31	10	0.570443	
3	30	9	-12.135422	
3	29	9	34.910946	
3	28	8	1.874454	
3	27	7	46.123154	
3	26	6	8.988352	
3	26	5	9.308306	
3	25	4	10.457782	
3	24	3	17.371891	
3	23	3	10.092373	
3	22	2	5.677717	
3	22	1	7.940438	
2	22	13	3.105573	
2	21	12	2.407672	
2	21	11	2.153949	
2	20	10	2.619372	
2	20	9	2.221114	
2	19	8	2.178533	
2	19	7	2.228979	
2	18	6	2.755779	
2	18	5	2.791370	
2	17	4	2.791817	
2	17	3	2.555221	
2	16	2	2.377135	
2	16	1	2.042297	
1	16	6	0.666103	
1	15	5	9.162283	
1	14	4	16.758259	
1	13	3	26.098490	
1	12	2	22.484869	
1	11	2	20.704426	
1	10	1	10.552841	
