k	j	i	s	
10	103	6	2.832177	
10	102	5	0.971999	
10	101	5	0.584331	
10	100	4	0.857245	
10	99	4	3.191528	
10	98	3	2.740381	
10	97	3	3.984293	
10	96	2	4.243251	
10	95	2	2.446221	
10	94	1	3.334067	
9	94	9	1.380671	
9	93	9	0.127765	
9	93	8	-0.852743	
9	92	7	6.399770	
9	91	7	-0.199946	
9	91	6	-0.206864	
9	90	5	8.322706	
9	89	5	6.284835	
9	88	4	4.001143	
9	87	4	5.281369	
9	86	3	3.516537	
9	85	3	9.910195	
9	84	2	9.927976	
9	83	2	2.181304	
9	82	1	6.108468	
8	82	7	0.092284	
8	81	7	-1.500713	
8	80	6	1.717895	
8	79	6	2.837926	
8	78	5	-1.996711	
8	77	5	-0.176197	
8	76	4	-0.092944	
8	75	4	0.534746	
8	74	3	-0.110116	
8	73	3	1.575295	
8	72	2	3.009351	
8	71	2	3.439493	
8	70	1	7.980724	
7	70	9	-0.359507	
7	69	8	-1.324630	
7	69	7	-0.223696	
7	68	6	1.450730	
7	67	6	-1.868524	
7	66	5	-4.512021	
7	65	5	-3.571688	
7	64	4	-2.752853	
7	63	4	1.823054	
7	62	3	-0.796370	
7	61	3	0.878993	
7	60	2	3.778121	
7	59	2	-1.123690	
7	58	1	1.983182	
6	58	8	11.625002	
6	57	8	11.123976	
6	56	7	8.949018	
6	55	6	16.430260	
6	54	5	7.167601	
6	53	4	10.822240	
6	52	3	9.051417	
6	51	2	7.802104	
6	51	1	6.827159	
5	51	14	1.033329	
5	50	13	1.471223	
5	50	12	1.988510	
5	49	11	2.553315	
5	49	10	2.663376	
5	48	9	2.361048	
5	48	8	2.448524	
5	47	7	2.701186	
5	47	6	2.816149	
5	46	5	5.905682	
5	45	4	6.653119	
5	44	3	7.465390	
5	43	3	7.755865	
5	42	2	7.561155	
5	41	2	2.997057	
5	41	1	3.145030	
4	41	9	0.986887	
4	40	8	4.758842	
4	39	7	4.298618	
4	38	6	0.974184	
4	37	6	2.270905	
4	36	5	-0.621292	
4	35	4	-2.360693	
4	34	3	-23.848688	
4	33	3	36.169258	
4	32	2	-22.632179	
4	31	2	1.550994	
4	31	1	20.021849	
3	31	10	0.567533	
3	30	9	-12.086504	
3	29	9	34.956982	
3	28	8	1.796735	
3	27	7	46.114117	
3	26	6	8.996931	
3	26	5	9.322721	
3	25	4	10.444366	
3	24	3	17.329306	
3	23	3	10.027104	
3	22	2	5.678436	
3	22	1	7.941347	
2	22	13	3.094545	
2	21	12	2.398986	
2	21	11	2.145611	
2	20	10	2.609789	
2	20	9	2.211356	
2	19	8	2.171867	
2	19	7	2.220583	
2	18	6	2.743680	
2	18	5	2.778887	
2	17	4	2.781701	
2	17	3	2.545860	
2	16	2	2.362383	
2	16	1	2.027062	
1	16	6	0.673048	
1	15	5	9.171282	
1	14	4	16.793259	
1	13	3	25.825357	
1	12	2	22.526953	
1	11	2	20.661747	
1	10	1	10.570179	
