k	j	i	s	
10	102	6	2.723253	
10	101	6	-0.355715	
10	100	5	2.671709	
10	99	5	-0.292435	
10	98	4	5.995410	
10	97	4	1.065439	
10	96	3	5.748429	
10	95	3	2.602697	
10	94	2	1.165684	
10	93	2	1.938229	
10	92	1	1.536474	
9	92	9	-0.190536	
9	91	9	2.061016	
9	90	8	1.899147	
9	89	7	4.983114	
9	88	6	5.847003	
9	87	5	12.467621	
9	86	4	2.839643	
9	85	4	12.701041	
9	84	3	13.834451	
9	83	3	23.106915	
9	82	2	8.543867	
9	81	2	4.878064	
9	81	1	9.459787	
8	81	7	5.114385	
8	80	6	-3.656697	
8	79	6	11.571249	
8	78	5	6.371060	
8	77	5	2.280520	
8	76	4	3.598198	
8	75	4	3.457582	
8	74	3	2.148378	
8	73	3	0.255651	
8	72	2	-0.638076	
8	71	2	-1.604072	
8	70	1	-0.035676	
7	70	9	-2.933780	
7	69	9	-3.884273	
7	68	8	-2.348770	
7	67	7	-0.561800	
7	66	6	4.244302	
7	65	6	0.622268	
7	64	5	0.961964	
7	63	5	-2.590330	
7	62	4	-4.380720	
7	61	4	-0.506003	
7	60	3	-3.691138	
7	59	3	0.224041	
7	58	2	-5.942799	
7	57	2	-1.533416	
7	56	1	-6.827268	
6	56	8	-3.634898	
6	55	8	6.374428	
6	54	7	-1.046093	
6	53	7	-1.799076	
6	52	6	-0.606127	
6	51	6	-1.063713	
6	50	5	5.960446	
6	49	5	11.641510	
6	48	4	8.429024	
6	47	4	17.191929	
6	46	3	12.923424	
6	45	3	16.387907	
6	44	2	14.072236	
6	43	2	5.253033	
6	43	1	6.559907	
5	43	14	2.943463	
5	42	13	3.413907	
5	42	12	3.897888	
5	41	11	4.942715	
5	41	10	5.003956	
5	40	9	5.233494	
5	40	8	5.386833	
5	39	7	11.620030	
5	38	6	10.013955	
5	37	6	8.421028	
5	36	5	9.819121	
5	35	4	4.435437	
5	35	3	4.333135	
5	34	2	5.923913	
5	34	1	5.641456	
4	34	9	1.721017	
4	33	8	-2.537065	
4	33	7	-5.652517	
4	32	6	-6.172404	
4	32	5	0.398129	
4	31	4	-7.257604	
4	30	3	54.561661	
4	29	2	-4.014816	
4	28	1	58.229450	
3	28	10	-4.495511	
3	27	10	-3.959467	
3	26	9	39.835037	
3	25	8	-3.555825	
3	24	7	53.937534	
3	23	6	4.054806	
3	23	5	5.477212	
3	22	4	15.604644	
3	21	3	15.410257	
3	20	2	15.955329	
3	19	2	6.313166	
3	19	1	7.909106	
2	19	13	2.834994	
2	18	12	4.135513	
2	17	12	6.589380	
2	16	11	5.795925	
2	15	10	1.675574	
2	15	9	1.582999	
2	14	8	1.562002	
2	14	7	1.566767	
2	13	6	2.264635	
2	13	5	2.508189	
2	12	4	4.508010	
2	11	3	3.216644	
2	10	2	3.431488	
2	9	2	0.233532	
2	9	1	0.872130	
1	9	6	-1.454190	
1	8	5	2.186690	
1	7	4	8.110044	
1	6	3	25.083319	
1	5	2	9.507222	
1	4	2	34.672497	
1	4	1	21.828354	
