	k	i	s
90	10	6	0.761404
89	10	5	1.038208
88	10	4	0.834714
87	10	3	0.45123500000000005
86	10	2	-0.6101449999999999
85	10	1	-0.35427
84	9	9	-0.7714810000000001
83	9	8	-1.705872
82	9	7	-0.15326199999999998
81	9	6	0.059126
80	9	5	0.5427609999999999
79	9	4	-0.095036
78	9	3	1.091126
77	9	2	-0.405171
76	9	1	0.426512
75	8	7	-1.889891
74	8	6	-2.087846
73	8	5	-1.7604669999999998
72	8	4	0.282335
71	8	3	0.3936
70	8	2	0.561683
69	8	1	1.1691690000000001
68	7	9	-1.106982
67	7	8	-1.299855
66	7	7	-1.20573
65	7	6	-1.792182
64	7	5	-0.968
63	7	4	-3.135533
62	7	3	-1.8114240000000001
61	7	2	-5.385846
60	7	1	0.312812
59	6	8	0.424227
58	6	7	-0.078738
57	6	6	-0.613691
56	6	5	-7.041328999999999
55	6	4	-9.160199
54	6	3	-7.388502000000001
53	6	2	-5.914687000000001
52	6	1	-1.3092059999999999
51	5	14	0.08390700000000004
50	5	13	7.265351
49	5	12	6.163265
48	5	11	4.682409
47	5	10	9.20479
46	5	9	3.658547
45	5	8	10.003098
44	5	7	10.589201
43	5	6	22.373801999999998
42	5	5	18.299349
41	5	4	21.843477999999998
40	5	3	15.904464999999998
39	5	2	20.789133
38	5	1	5.923246
37	4	9	1.7530700000000001
36	4	8	0.35099400000000003
35	4	7	22.612457
34	4	6	-1.906695
33	4	5	5.175887
32	4	4	3.6266559999999997
31	4	3	-14.992454
30	4	2	-8.873342999999998
29	4	1	-47.497738
28	3	10	4.565809
27	3	9	15.755320999999999
26	3	8	4.307218
25	3	7	35.999294
24	3	6	0.115229
23	3	5	-0.057608000000000006
22	3	4	7.843667
21	3	3	8.206646000000001
20	3	2	13.470137000000001
19	3	1	7.843615
18	2	13	-2.065594
17	2	12	-5.601441
16	2	11	-5.4658370000000005
15	2	10	-3.264965
14	2	9	-3.5624849999999997
13	2	8	-6.307106
12	2	7	-6.297032
11	2	6	-6.079154
10	2	5	-6.182714
9	2	4	-4.559044
8	2	3	-4.141287999999999
7	2	2	-4.225976999999999
6	2	1	-4.306161
5	1	6	-4.292426
4	1	5	-5.8882900000000005
3	1	4	-7.324194
2	1	3	-6.91202
1	1	2	-7.328131
0	1	1	-17.445732
