	k	i	s
90	10	6	-2.813343
89	10	5	-1.82228
88	10	4	-1.940032
87	10	3	-2.009627
86	10	2	-1.971112
85	10	1	-3.338068
84	9	9	-3.045401
83	9	8	-3.078306
82	9	7	-2.964739
81	9	6	-3.2046490000000003
80	9	5	-2.6809060000000002
79	9	4	-3.148271
78	9	3	-3.7993300000000003
77	9	2	-4.196644
76	9	1	-5.739662
75	8	7	-3.187484
74	8	6	-3.01801
73	8	5	-2.192437
72	8	4	-1.214186
71	8	3	0.689862
70	8	2	-0.305927
69	8	1	-1.183526
68	7	9	4.252045
67	7	8	2.2269650000000003
66	7	7	1.6609669999999999
65	7	6	0.72055
64	7	5	1.398384
63	7	4	3.5569089999999997
62	7	3	0.79367
61	7	2	5.375073
60	7	1	-2.837286
59	6	8	0.078468
58	6	7	-1.023833
57	6	6	1.173506
56	6	5	-0.7277520000000001
55	6	4	-0.015408000000000002
54	6	3	-1.512879
53	6	2	-0.156749
52	6	1	0.597535
51	5	14	0.6729390000000001
50	5	13	7.362897
49	5	12	6.704217999999999
48	5	11	6.270721
47	5	10	7.121212
46	5	9	13.863125
45	5	8	16.793271
44	5	7	16.056986000000002
43	5	6	14.637723000000001
42	5	5	14.26484
41	5	4	12.731190000000002
40	5	3	9.476566
39	5	2	5.995458999999999
38	5	1	1.092101
37	4	9	-0.150079
36	4	8	-1.074492
35	4	7	1.5353
34	4	6	-0.44746499999999995
33	4	5	-5.607351
32	4	4	-4.492067
31	4	3	-21.799908
30	4	2	-10.064584
29	4	1	-28.960571
28	3	10	0.061583000000000006
27	3	9	4.088801
26	3	8	-3.329958
25	3	7	10.67493
24	3	6	0.9015689999999998
23	3	5	0.935056
22	3	4	13.440697
21	3	3	17.136580000000002
20	3	2	9.833395
19	3	1	4.687695
18	2	13	-2.078274
17	2	12	-2.646307
16	2	11	-2.886539
15	2	10	-3.838419
14	2	9	-4.091283
13	2	8	-4.030017
12	2	7	-3.8150660000000003
11	2	6	-3.6306230000000004
10	2	5	-3.303499
9	2	4	-4.276914
8	2	3	-4.052175
7	2	2	-6.650666999999999
6	2	1	-7.906139
5	1	6	-2.992336
4	1	5	-1.217359
3	1	4	-2.5202430000000002
2	1	3	-5.317857
1	1	2	0.479394
0	1	1	-12.075024
