	k	i	s
90	10	6	-1.710086
89	10	5	-1.3278159999999999
88	10	4	-1.790211
87	10	3	-1.5132700000000001
86	10	2	-1.423667
85	10	1	-4.420491999999999
84	9	9	-2.898455
83	9	8	-2.752127
82	9	7	-2.480937
81	9	6	-2.033051
80	9	5	-2.140301
79	9	4	-2.341478
78	9	3	-2.730036
77	9	2	-2.472932
76	9	1	-8.220528999999999
75	8	7	-1.5947280000000001
74	8	6	-1.3156860000000001
73	8	5	-0.335859
72	8	4	-0.070001
71	8	3	-0.41297
70	8	2	0.055946
69	8	1	-0.9152549999999999
68	7	9	0.7889079999999999
67	7	8	1.427401
66	7	7	2.43772
65	7	6	2.2721720000000003
64	7	5	2.091978
63	7	4	0.472224
62	7	3	-1.19141
61	7	2	0.821464
60	7	1	1.46001
59	6	8	-3.036054
58	6	7	-3.2664779999999998
57	6	6	-4.6114370000000005
56	6	5	1.8265189999999998
55	6	4	-0.055483000000000005
54	6	3	-2.726381
53	6	2	0.026345999999999998
52	6	1	-0.199917
51	5	14	4.522325
50	5	13	3.2572690000000004
49	5	12	-3.851558
48	5	11	0.09504800000000008
47	5	10	-2.143722
46	5	9	-4.621633
45	5	8	2.9527520000000003
44	5	7	8.018196
43	5	6	13.006488000000001
42	5	5	5.579878
41	5	4	5.3969879999999995
40	5	3	6.79133
39	5	2	1.991575
38	5	1	1.9815330000000002
37	4	9	-0.257795
36	4	8	-1.621528
35	4	7	-0.9467260000000001
34	4	6	12.305246
33	4	5	9.187983000000001
32	4	4	15.979429000000001
31	4	3	-6.999462000000001
30	4	2	-11.061282
29	4	1	6.025362
28	3	10	0.757185
27	3	9	20.697612
26	3	8	9.847968
25	3	7	22.487831
24	3	6	15.362475000000002
23	3	5	-0.7582770000000001
22	3	4	12.205286000000001
21	3	3	8.54561
20	3	2	1.6932490000000002
19	3	1	4.370896
18	2	13	-3.7366330000000003
17	2	12	-4.4328449999999995
16	2	11	-4.243099
15	2	10	-5.650253
14	2	9	-5.81951
13	2	8	-6.214862
12	2	7	-6.022253
11	2	6	-6.384054
10	2	5	-6.282248
9	2	4	-6.365079
8	2	3	-6.210776999999999
7	2	2	-11.345806
6	2	1	-13.542589999999999
5	1	6	-2.588262
4	1	5	-2.6905509999999997
3	1	4	-5.872406
2	1	3	-1.9337360000000001
1	1	2	1.368428
0	1	1	-15.35949
